Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
drama,3,3,33.33%,22.22%,0:01:48,5
Oregon Trail,3,1,0.00%: 0.00%,100.00%: 100.00%,0:08:13,0
Midwinter Ball,3,4,0.00%: 0.00%: 100.00%,16.67%: 20.00%: 0.00%,0:03:29,10
posters,3,5,50.00%: 0.00%,6.25%: 50.00%,0:16:19,1
Bailey vern,3,2,0.00%: 100.00%: 0.00%,50.00%: 0.00%: 0.00%,0:03:35,0
monument hill,3,1.67,66.67%,20.00%,0:01:05,0
video,3,2.33,33.33%,14.29%,0:07:20,1.67
doc evans,3,1,100.00%: 100.00%,0.00%: 0.00%,0:00:01,0
dacie moses house,3,2,0.00%: 0.00%: 100.00%,100.00%: 50.00%: 0.00%,0:06:22,1
margaret dow,3,3.67,33.33%,18.18%,0:04:06,0
davis hall,3,3,0.00%,33.33%,0:00:54,1.67
recreation center,3,1,50.00%: 0.00%,20.00%: 100.00%,0:00:14,0
ashamed,3,2,0.00%: 0.00%,66.67%: 33.33%,0:04:35,0
intramural,3,1,0.00%: 0.00%,40.00%: 100.00%,0:06:30,0
Reisman,3,2,50.00%: 0.00%,16.67%: 100.00%,0:00:36,0
View,3,3,100.00%: 0.00%: 0.00%,0.00%: 14.29%: 100.00%,0:00:28,0
spring concert,3,5,0.00%,20.00%,0:01:37,1.67
business office,3,1,0.00%,100.00%,0:08:21,2.67
james dow,3,3.33,0.00%,30.00%,0:16:54,2
Yamasaki,3,9,0.00%: 0.00%: 0.00%,20.00%: 0.00%: 100.00%,0:06:29,5
chaplain's office,3,1,100.00%: 0.00%: 0.00%,0.00%: 50.00%: 100.00%,0:09:17,2
Joe Fabeetz,3,1,0.00%: 0.00%: 100.00%,100.00%: 100.00%: 50.00%,0:02:17,0
women's dorms,3,1,0.00%: 0.00%: 0.00%,100.00%: 50.00%: 100.00%,0:00:10,0
finance committee,3,1,0.00%: 0.00%,100.00%: 100.00%,0:02:29,0
carleton,3,2,50.00%: 0.00%,40.00%: 25.00%,0:03:27,0
West Hall,3,10,0.00%: 0.00%,11.11%: 0.00%,0:06:26,7
lindberg lewis,3,1,50.00%: 0.00%,40.00%: 100.00%,0:03:24,0
residential,3,1,0.00%: 0.00%: 0.00%,100.00%: 33.33%: 0.00%,0:02:36,4
postage stamp,3,1,0.00%: 0.00%,50.00%: 100.00%,0:02:17,0
athletic program,3,1,0.00%: 0.00%: 0.00%,100.00%: 100.00%: 100.00%,0:00:14,0
ernie ling,3,1,50.00%: 0.00%,11.11%: 0.00%,0:17:23,1
sterrie,3,2.33,0.00%,42.86%,0:12:34,1
Ed Buchwald,3,1,100.00%: 0.00%: 0.00%,33.33%: 100.00%: 100.00%,0:00:23,1
earth day,3,1,50.00%: 0.00%,20.00%: 100.00%,0:00:35,0
Yearbook,3,1,100.00%: 0.00%: 0.00%,0.00%: 100.00%: 0.00%,0:00:13,0
woods,2,3,0.00%,33.33%,0:00:35,2.5
stanton,2,1.5,0.00%,0.00%,0:14:49,32
geology,2,2,100.00%: 0.00%,0.00%: 50.00%,0:00:17,0
chapel construction,2,1,0.00%: 0.00%,100.00%: 50.00%,0:14:34,4
May Fete Poster,2,2,0.00%: 0.00%,100.00%: 33.33%,0:01:17,1
japanese,2,2.5,0.00%,60.00%,0:08:22,1.5
furioso,2,2.5,0.00%,40.00%,0:03:39,0
Severance Hall,2,2,0.00%: 0.00%,50.00%: 50.00%,0:11:52,1
mrs skinner,2,1.5,0.00%,66.67%,0:00:40,0
Mighty Ducks,2,1,0.00%,100.00%,0:00:14,0
ktca,2,2,50.00%,25.00%,0:00:34,0
pep band,2,2,100.00%: 0.00%,0.00%: 50.00%,0:00:23,0
social service board,2,3.5,50.00%,14.29%,0:01:59,2
Beanie,2,2,100.00%: 0.00%,0.00%: 50.00%,0:05:31,2
Wesley Flaten,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:08,0
gillian sorenson,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:05,0
Gould,2,3,0.00%: 100.00%,20.00%: 0.00%,0:01:18,2
emily clark brown,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:49,0
religious activities,2,2,0.00%: 0.00%,33.33%: 100.00%,0:05:39,0
briefcase,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:15,0
computer activities committee,2,1.5,50.00%,33.33%,0:01:50,0
men boarding,2,4,0.00%: 0.00%,25.00%: 25.00%,0:01:01,2
telecom,2,1,0.00%: 0.00%,50.00%: 100.00%,0:14:19,3
japan,2,3.5,0.00%,28.57%,0:04:08,0
scoville memorial library,2,13,100.00%: 0.00%,0.00%: 16.67%,0:10:32,12
marsovan,2,1,0.00%: 0.00%,100.00%: 100.00%,0:13:36,0
Morford,2,3.5,50.00%,42.86%,0:00:36,1
coat of arms,2,1,0.00%: 100.00%,50.00%: 0.00%,0:00:13,0
carver nason,2,2,100.00%: 0.00%,0.00%: 100.00%,0:07:27,5
government documents,2,1,100.00%: 0.00%,0.00%: 50.00%,0:00:25,0
elizabeth bissell,2,3,50.00%,16.67%,0:05:45,0.5
knights,2,1,100.00%: 0.00%,0.00%: 100.00%,0:04:01,0
Biography,2,1,0.00%: 0.00%,50.00%: 100.00%,0:02:24,0
bio art,2,2,0.00%: 0.00%,33.33%: 100.00%,0:00:10,0
singer,2,1,100.00%: 100.00%,0.00%: 0.00%,0:00:02,0
Rooms,2,2,0.00%: 0.00%,0.00%: 50.00%,0:05:09,9
mill towns trail,2,1,0.00%: 0.00%,100.00%: 0.00%,0:00:07,0
chude allen,2,1,100.00%: 0.00%,0.00%: 50.00%,0:00:05,0
bird's-eye,2,1,0.00%: 0.00%,0.00%: 100.00%,0:05:24,3
honorary degree,2,2,50.00%,25.00%,0:03:25,0
Interest House,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:07,0
nathalie beaumont rodger,2,2,0.00%: 0.00%,66.67%: 100.00%,0:00:25,0
memorial,2,2,0.00%: 100.00%,100.00%: 0.00%,0:00:35,0
New Student Week Publications,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:45,0
frank kellogg,2,3,0.00%,33.33%,0:11:23,4
athletic,2,2,50.00%,50.00%,0:24:44,5
deborah sayles-hill,2,1,0.00%: 0.00%,100.00%: 100.00%,0:02:14,0
mouay,2,1,100.00%: 0.00%,50.00%: 100.00%,0:00:07,0
science hall,2,2,0.00%: 0.00%,50.00%: 50.00%,0:00:18,1
Art,2,1,0.00%: 0.00%,100.00%: 100.00%,0:16:14,1
security,2,6,50.00%,8.33%,0:02:17,0
"Rugby ""lisa Jordan's""",2,1,100.00%: 0.00%,50.00%: 100.00%,0:00:14,0
date at carleton,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:00,0
carleton college today,2,1,100.00%: 0.00%,0.00%: 100.00%,0:10:19,0
philip sheridan,2,3,0.00%: 0.00%,50.00%: 0.00%,0:02:45,1
Yellow face,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:06,0
carleton china,2,6,100.00%: 0.00%,0.00%: 14.29%,0:02:44,0
paul jensen,2,5,0.00%: 0.00%,20.00%: 100.00%,0:03:18,2
James Whitebeck,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:11,0
william taylor,2,2,0.00%: 0.00%,100.00%: 33.33%,0:00:08,0
nudity,2,2,100.00%,0.00%,0:00:39,0
World War II,2,2.5,0.00%,40.00%,0:02:08,0
skis,2,1,0.00%,100.00%,0:01:20,0
Nadia,2,2,0.00%: 0.00%,100.00%: 33.33%,0:01:19,0
mill,2,2.5,50.00%,0.00%,0:07:04,2
Richard Weigle,2,1,100.00%: 100.00%,0.00%: 0.00%,0:00:18,0
alumni magazine,2,3.5,50.00%,28.57%,0:00:41,0
carol trosset,2,5,100.00%: 0.00%,0.00%: 33.33%,0:03:51,4
Teresa Porter,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:08,0
Canoe,2,2,0.00%: 0.00%,50.00%: 50.00%,0:10:15,1
news releases,2,2,50.00%,0.00%,0:01:41,6
gridley dining,2,6.5,0.00%,7.69%,0:03:45,8.5
tom lamb,2,2,0.00%: 0.00%,50.00%: 33.33%,0:03:28,0
Harvey Stork,2,1,100.00%: 0.00%,0.00%: 50.00%,0:08:05,0
tibet,2,1,0.00%,100.00%,0:00:11,0
Dean,2,2,0.00%: 100.00%,50.00%: 0.00%,0:03:18,2
expulsion,2,1.5,0.00%,100.00%,0:08:33,2.5
dennison,2,2,0.00%: 0.00%,100.00%: 100.00%,0:16:41,0
sports,2,2,0.00%,50.00%,0:15:41,1
clifford stiles,2,1,0.00%: 0.00%,50.00%: 100.00%,0:00:15,0
casey,2,1,100.00%,0.00%,0:00:00,0
carroll,2,1,0.00%: 0.00%,100.00%: 100.00%,0:12:16,0
W.R.A. Wreck,2,2,0.00%: 0.00%,100.00%: 33.33%,0:00:12,0
david maitland,2,1,0.00%: 100.00%,0.00%: 0.00%,0:00:25,4
rolfe,2,1.5,50.00%,33.33%,0:00:35,1
music drama,2,7,0.00%: 0.00%,100.00%: 0.00%,0:12:46,4
Trustees,2,3.5,0.00%,42.86%,0:04:06,0
Lectures,2,3,0.00%: 0.00%,100.00%: 50.00%,0:00:22,0
maps,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:06,0
board games,2,1,0.00%: 0.00%,100.00%: 50.00%,0:14:24,0
records,2,4,0.00%: 0.00%,28.57%: 100.00%,0:01:31,0
Ultimate,2,3,0.00%: 0.00%,33.33%: 33.33%,0:00:37,1
donald cooper,2,2,0.00%: 100.00%,33.33%: 0.00%,0:00:35,0
Red Cross Drive,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:12,0
Bourne,2,4,100.00%: 100.00%,0.00%: 0.00%,0:00:33,0
perlman,2,1,0.00%,50.00%,0:08:45,1
minority,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:25,0
land deed,2,3,0.00%: 0.00%,100.00%: 0.00%,0:16:25,5
Adapting K-Medians to Generate Normalized Cluster Centers Benjamin J. Anderson,2,1,100.00%: 0.00%,0.00%: 50.00%,0:01:00,0
South Africa,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:14,0
George E. Skinner,2,6,100.00%: 0.00%,8.33%: 100.00%,0:02:33,0
virgil,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:30,0
handbook,2,2,100.00%: 0.00%,0.00%: 100.00%,0:01:29,0
carleton student association,2,1,0.00%: 0.00%,100.00%: 50.00%,0:00:18,0
field hockey,2,4,0.00%: 0.00%,0.00%: 100.00%,0:00:33,4
david davis van-atta,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:17,0
Triples,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:07,0
lake shelter,2,1,0.00%,100.00%,0:01:57,0
merrill jarchow newman,2,4,100.00%: 0.00%,0.00%: 50.00%,0:11:26,0
willabel,2,1,0.00%: 0.00%,100.00%: 50.00%,0:00:27,0
penguin,2,4,0.00%,37.50%,0:01:07,0.5
mary savina,2,2,100.00%: 0.00%,0.00%: 0.00%,0:00:32,0
Dean of the College,2,3,0.00%: 0.00%,33.33%: 50.00%,0:04:04,0
porter davis,2,1,0.00%: 0.00%,50.00%: 100.00%,0:07:06,2
student employment,2,4,0.00%,25.00%,0:02:13,0
Lyle O. Estenson,2,3,100.00%: 100.00%,0.00%: 0.00%,0:00:12,1
brecht,2,2,0.00%,50.00%,0:00:13,0
tinnin,2,1,0.00%,100.00%,0:06:51,0.5
student work,2,3,100.00%: 0.00%,0.00%: 50.00%,0:06:46,0
Prairie Creek,2,3,0.00%: 100.00%,33.33%: 0.00%,0:10:26,0
leo bickelhaupt,2,2,100.00%,0.00%,0:05:54,0
treasurer annual,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:06,0
robert oden,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:15,0
speech,2,2,0.00%: 0.00%,25.00%: 100.00%,0:25:16,19
alpha beta phi,2,5,0.00%: 0.00%,100.00%: 10.00%,0:07:05,13
grass house,2,1,0.00%: 0.00%,100.00%: 50.00%,0:09:19,0
center for mathematics and computing design,2,1,0.00%: 0.00%,100.00%: 0.00%,0:01:36,0
corner stone,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:08,0
Poskanzer president,2,1,0.00%: 0.00%,50.00%: 100.00%,0:03:23,0
harriet chapin,2,1,0.00%: 0.00%,100.00%: 100.00%,0:03:13,2
special events,2,2,50.00%,25.00%,0:00:50,0
alvis tinnin,2,1,50.00%,50.00%,0:02:03,0.5
christmas utah,2,1.5,50.00%,0.00%,0:12:02,4.5
Ice Skating,2,3,0.00%: 0.00%,25.00%: 33.33%,0:08:42,5
violet brown,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:27,0
bookstore,2,2.5,0.00%,40.00%,0:09:42,12.5
robert edwards,2,3,50.00%,33.33%,0:05:11,1
macbeth,2,2,0.00%: 0.00%,50.00%: 50.00%,0:01:18,1
personnel,2,2,100.00%: 0.00%,0.00%: 66.67%,0:01:28,0
polar,2,2,100.00%,0.00%,0:03:10,0
alcohol,2,1,100.00%: 0.00%,0.00%: 0.00%,0:00:10,0
freedom safari,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:08,0
sewer,2,1,0.00%,50.00%,0:00:22,1.5
language exemption,2,6,0.00%: 0.00%,100.00%: 27.27%,0:20:24,2
the grill,2,1,0.00%: 0.00%,100.00%: 100.00%,0:04:10,0
wendy wasserstein,2,7,0.00%: 0.00%,0.00%: 10.00%,0:03:08,4
esther stacy,2,1,0.00%: 0.00%,100.00%: 50.00%,0:06:08,0
fred mary sayles hill,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:12,0
asia-minor,2,1,0.00%: 0.00%,100.00%: 100.00%,0:02:22,1
Dr. George Aaron Culver,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:20,0
frances densmore,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:04,0
Medley,2,1.5,100.00%,0.00%,0:00:10,0
candace kelly,2,1,0.00%: 0.00%,50.00%: 100.00%,0:10:11,1
orchestra recordings,2,3,0.00%: 100.00%,16.67%: 0.00%,0:00:23,0
wagenbach,2,1,0.00%: 0.00%,100.00%: 100.00%,0:04:04,0
Comps archives,2,1,100.00%: 100.00%,0.00%: 0.00%,0:00:00,0
william barton estate,2,2,0.00%: 0.00%,100.00%: 33.33%,0:11:07,0
nourse little theater,2,3,0.00%: 0.00%,25.00%: 33.33%,0:02:42,3
freshman honors,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:13,0
fountain,2,3.5,0.00%,14.29%,0:00:27,2
horse,2,2,0.00%: 0.00%,0.00%: 50.00%,0:02:14,1
natural history,2,1,0.00%: 0.00%,100.00%: 100.00%,0:12:30,0
ABC program,2,1.5,50.00%,33.33%,0:04:24,0
Kim VandeWater,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:05,0
patton fischer,2,3,0.00%: 0.00%,100.00%: 16.67%,0:00:27,0
Earth week,2,2,0.00%: 0.00%,25.00%: 100.00%,0:02:27,0
katherine newman,2,1,0.00%: 0.00%,0.00%: 100.00%,0:00:11,0
dancing,2,4.5,50.00%,11.11%,0:00:51,2.5
Pat Merrick,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:07,0
richard nau,2,1,0.00%,50.00%,0:03:09,1
farm st olaf,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:09,0
Jewelnel Davis,2,1,0.00%: 0.00%,100.00%: 100.00%,0:01:15,0
casper,2,2.5,0.00%,20.00%,0:01:20,1
Herkenratt,2,6,100.00%,8.33%,0:10:49,8
halloween buggy,2,1,0.00%: 100.00%,100.00%: 50.00%,0:00:04,0
stained glass window,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:02,0
Plan,2,8,0.00%: 0.00%,10.00%: 14.29%,0:07:19,8
peace corps,2,2.5,0.00%,60.00%,0:13:56,0
pierce,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:05,0
Racism,2,1,0.00%: 0.00%,100.00%: 50.00%,0:00:14,0
students dining hall,2,2,0.00%: 0.00%,25.00%: 100.00%,0:00:04,1
Samuel Jensch,2,2,0.00%: 100.00%,33.33%: 0.00%,0:00:27,0
discipline,2,2,0.00%: 100.00%,100.00%: 50.00%,0:00:30,0
huntington club,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:07,0
Nuvart Parseghian Mehta,2,3,50.00%,0.00%,0:01:01,2.5
sigma xi,2,3.5,0.00%,14.29%,0:12:25,4
gender housing,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:04,0
Dean Warnholtz,2,7,100.00%: 100.00%,0.00%: 0.00%,0:04:16,3
Picnic,2,10,100.00%,10.00%,0:05:17,10
Peter Cole,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:06,0
eugster,2,1,100.00%,0.00%,0:00:00,0
trustees musser,2,1,0.00%: 0.00%,50.00%: 100.00%,0:00:22,0
dean's list,2,2,0.00%: 0.00%,33.33%: 100.00%,0:07:36,0
Project 60,2,1.5,0.00%,66.67%,0:02:06,4
charles dennison,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:05,0
Edith Garrison ,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:40,0
classical review,2,1.5,100.00%,0.00%,0:00:03,0
rockefell,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:06,0
Carleton Catalog,2,3,100.00%: 0.00%,0.00%: 100.00%,0:01:33,0
miron w. skinner,2,1,0.00%: 0.00%,100.00%: 50.00%,0:02:36,0
lake pavilion,2,1,0.00%: 0.00%,100.00%: 100.00%,0:03:24,0
facebook,2,2,100.00%: 0.00%,0.00%: 100.00%,0:01:24,0
dean lodge,2,3.5,0.00%,42.86%,0:00:31,2
categories,2,1,0.00%: 0.00%,50.00%: 100.00%,0:00:36,0
mathis,2,5,0.00%,0.00%,0:08:28,18.5
james strong,2,2,0.00%: 100.00%,33.33%: 0.00%,0:02:14,2
president faculty,2,2,0.00%: 0.00%,33.33%: 100.00%,0:04:11,0
Leighton Hall,2,5,0.00%: 0.00%,25.00%: 14.29%,0:01:31,4
mug shots,2,2,0.00%,25.00%,0:01:01,1
brauer,2,2,100.00%: 0.00%,0.00%: 100.00%,0:01:42,0
pancake house,2,6,100.00%: 0.00%,0.00%: 100.00%,0:02:29,1
Chalk Circle,2,1,0.00%: 100.00%,100.00%: 0.00%,0:00:26,0
wadsworth williams,2,2,0.00%: 100.00%,100.00%: 33.33%,0:00:48,0
payne,2,3,0.00%,0.00%,0:00:22,2.5
circle,2,1,100.00%: 0.00%,0.00%: 50.00%,0:03:11,0
Hinckley,2,1,0.00%: 0.00%,0.00%: 100.00%,0:01:14,0
sports program,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:05,0
Party,2,3,0.00%: 0.00%,50.00%: 20.00%,0:02:32,3
regency ball,2,1.5,100.00%,0.00%,0:00:06,0
philosophy,2,5.5,0.00%,0.00%,0:02:04,9.5
diethelm,2,3,50.00%,16.67%,0:06:20,0
SILTON,2,2,0.00%: 0.00%,33.33%: 100.00%,0:13:27,2
jenson,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:22,0
tenure,2,2,50.00%,0.00%,0:00:54,0.5
frank Stella,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:13,0
hill deborah,2,2,100.00%: 0.00%,0.00%: 33.33%,0:00:22,0
Centennial celebration,2,2,0.00%: 0.00%,50.00%: 100.00%,0:00:29,0
southwick,2,1,0.00%: 0.00%,100.00%: 0.00%,0:00:10,0
Willard,2,2,100.00%: 0.00%,0.00%: 100.00%,0:00:31,0
first decade,2,2,0.00%: 0.00%,0.00%: 100.00%,0:08:06,2
department of chemistry,2,1,0.00%: 0.00%,100.00%: 100.00%,0:02:36,5
men's gymnasium west,2,1,0.00%: 0.00%,100.00%: 100.00%,0:06:33,0
stearns,2,1,0.00%: 0.00%,100.00%: 100.00%,0:05:24,0
evans,2,2,100.00%: 0.00%,0.00%: 100.00%,0:00:33,0
Carl B. Huber,2,3,0.00%: 100.00%,100.00%: 0.00%,0:01:24,0
emily skinner,2,2,0.00%: 0.00%,33.33%: 100.00%,0:00:39,0
cabin,2,2.5,0.00%,60.00%,0:12:22,0
Eichman,2,3.5,50.00%,14.29%,0:14:27,0
mohrig,2,2.5,0.00%,40.00%,0:17:57,2
dynamo,2,3,0.00%,33.33%,0:18:00,1
sculpture,2,2,0.00%,50.00%,0:00:54,2.5
Meter,2,1,0.00%: 0.00%,100.00%: 100.00%,0:05:36,0
demonstration,2,1,0.00%: 0.00%,100.00%: 50.00%,0:01:03,0
Mary Holter,2,1,100.00%: 0.00%,0.00%: 50.00%,0:00:26,0
tenure review,2,20,50.00%,7.50%,0:04:09,1
hamlet,2,3.5,0.00%,28.57%,0:01:01,2
Religion,2,2,100.00%: 0.00%,0.00%: 50.00%,0:01:30,0
nutting house,2,3,0.00%,33.33%,0:01:40,0
BDAG,2,3,0.00%,33.33%,0:07:41,1.5
Isabella Watson,2,2,0.00%: 100.00%,50.00%: 0.00%,0:01:27,2
blatt,2,1.5,50.00%,66.67%,0:00:41,0
Cane Rush,2,2,0.00%: 100.00%,33.33%: 0.00%,0:00:26,2
erling,2,1.5,0.00%,66.67%,0:00:21,0
construction skinner,2,1,0.00%: 0.00%,100.00%: 100.00%,0:00:14,0
Admissions Publications,2,2,100.00%: 0.00%,0.00%: 0.00%,0:00:20,0
watkins,2,1,0.00%: 0.00%,50.00%: 100.00%,0:00:24,0
mcac,2,2,0.00%,50.00%,0:10:03,0
Halloween,2,1,100.00%,0.00%,0:00:00,0
carleton college campus,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:11,0
Holmes and Flynn,2,1,0.00%: 0.00%,100.00%: 0.00%,0:00:20,1
Air force,2,2,0.00%: 0.00%,50.00%: 0.00%,0:00:17,1
auxilliary,2,1,0.00%: 0.00%,100.00%: 100.00%,0:18:29,4
cameron trust,2,3,0.00%: 0.00%,20.00%: 50.00%,0:16:21,0
sayles hill gymnasium,2,3,0.00%: 0.00%,20.00%: 100.00%,0:00:29,1
Jim Whitbeck,2,2,0.00%: 100.00%,100.00%: 66.67%,0:00:13,0
romeo,2,2.5,0.00%,40.00%,0:10:02,5
kirchner generalized coconut problem,2,1,0.00%: 0.00%,0.00%: 100.00%,0:00:29,2
honors individual,2,4,0.00%: 0.00%,50.00%: 33.33%,0:07:34,0
law lodge,2,1.5,0.00%,33.33%,0:00:12,0.5
irony sade,2,2,50.00%,25.00%,0:00:21,0
winifred baker,2,7,0.00%: 100.00%,100.00%: 7.69%,0:01:18,3
riding the chariot,2,1,100.00%: 0.00%,50.00%: 100.00%,0:00:22,0
madrigal,2,2,0.00%,0.00%,0:05:14,1.5
Al Tinnin,2,2.5,50.00%,20.00%,0:15:12,2
joseph sue,2,1,0.00%: 0.00%,100.00%: 100.00%,0:17:30,0
housing,2,2,0.00%,50.00%,0:02:16,0
bonnie Scott,2,2,50.00%,25.00%,0:01:35,0
narverud,2,1,0.00%: 0.00%,50.00%: 100.00%,0:12:09,0
northfield bridge,2,1,0.00%,50.00%,0:00:48,0.5
freshman vengeance,2,2,0.00%: 0.00%,100.00%: 33.33%,0:20:22,4
Robert Larson,2,1,0.00%: 0.00%,100.00%: 100.00%,0:09:21,0
edward schmidt,2,1,100.00%: 0.00%,0.00%: 100.00%,0:00:05,0
library floor plan,1,8,100.00%,0.00%,0:01:11,1
sleep,1,2,0.00%,50.00%,0:00:13,0
hanging,1,1,0.00%,100.00%,0:00:19,0
josh carson,1,1,0.00%,100.00%,0:00:08,0
central records,1,2,0.00%,50.00%,0:11:01,4
black hole,1,2,100.00%,0.00%,0:00:04,0
sprague,1,1,0.00%,100.00%,0:01:22,0
evans bridge,1,4,0.00%,0.00%,0:01:14,6
Swingle,1,1,0.00%,100.00%,0:01:52,2
student boycott,1,1,0.00%,100.00%,0:06:57,1
last lecture,1,1,0.00%,100.00%,0:13:06,0
riedel,1,6,0.00%,0.00%,0:01:50,1
salmon persons,1,1,0.00%,100.00%,0:00:07,0
shaving,1,1,0.00%,100.00%,0:00:21,0
joseph vernon turner,1,4,100.00%,0.00%,0:01:40,3
dairy farm,1,1,0.00%,0.00%,0:16:05,7
Kent State,1,1,0.00%,100.00%,0:00:10,0
owen jenkins,1,4,0.00%,25.00%,0:03:41,0
parrot,1,3,0.00%,33.33%,0:01:18,1
beth freeman,1,1,0.00%,100.00%,0:01:52,0
student teacher,1,1,0.00%,100.00%,0:00:23,0
firenze chain map,1,1,0.00%,100.00%,0:00:08,0
nursery,1,2,0.00%,100.00%,0:00:21,0
rosalind gesner,1,2,0.00%,50.00%,0:28:25,0
may rand,1,2,100.00%,0.00%,0:00:07,0
Carl Tape,1,1,100.00%,0.00%,0:00:00,0
pollock,1,1,100.00%,0.00%,0:00:00,0
midsummer,1,3,0.00%,33.33%,0:01:15,0
kstp,1,1,0.00%,100.00%,0:02:19,0
Thomas Sandberg,1,5,0.00%,20.00%,0:02:35,2
cooking,1,3,0.00%,33.33%,0:06:43,1
fossil,1,1,0.00%,0.00%,0:19:15,3
Institutional research,1,1,0.00%,100.00%,0:07:28,0
sheldon hackney,1,2,0.00%,100.00%,0:01:10,0
spelma,1,1,0.00%,100.00%,0:00:39,0
Marion LeRoy Burton,1,7,100.00%,14.29%,0:07:42,2
kids,1,1,100.00%,0.00%,0:00:00,0
stacy beckwith,1,1,0.00%,100.00%,0:00:32,1
undem,1,3,100.00%,0.00%,0:08:21,0
john mori,1,1,0.00%,100.00%,0:00:26,0
amasia,1,1,0.00%,100.00%,0:00:13,0
processional,1,5,0.00%,60.00%,0:01:20,0
photographers authors,1,1,0.00%,100.00%,0:00:31,0
cohn,1,1,100.00%,0.00%,0:00:00,0
John H Estey,1,1,0.00%,0.00%,0:00:41,4
arild miller,1,15,100.00%,0.00%,0:04:47,0
womens tennis,1,1,0.00%,100.00%,0:00:18,0
Interior Burton,1,2,0.00%,50.00%,0:01:11,0
plow,1,1,0.00%,100.00%,0:00:17,0
Scheherazade,1,2,0.00%,50.00%,0:01:11,0
arms,1,2,0.00%,100.00%,0:00:52,0
computer project,1,1,0.00%,100.00%,0:03:49,9
dairy,1,4,0.00%,25.00%,0:01:03,0
Semicentennial Anniversary,1,1,0.00%,100.00%,0:00:17,0
relay,1,2,0.00%,50.00%,0:16:23,0
oscar,1,4,0.00%,50.00%,0:00:21,1
Edmund T Montgomery,1,4,0.00%,0.00%,0:02:04,1
ward lewis,1,8,100.00%,0.00%,0:09:37,0
vandalism,1,4,0.00%,50.00%,0:00:37,0
Sonia Wong,1,4,100.00%,0.00%,0:01:01,0
sexual misconduct,1,2,0.00%,50.00%,0:00:18,0
Trustee Committee on Religious affairs,1,1,0.00%,100.00%,0:00:26,0
video call,1,2,0.00%,50.00%,0:04:46,0
serpent,1,3,0.00%,33.33%,0:01:51,1
when i knew,1,2,0.00%,100.00%,0:08:15,5
india,1,2,100.00%,0.00%,0:00:08,0
dunning,1,1,100.00%,0.00%,0:00:00,0
Lord,1,2,0.00%,0.00%,0:00:20,2
swearer,1,4,0.00%,25.00%,0:00:39,2
william craine,1,1,100.00%,0.00%,0:00:00,0
Coca cola,1,1,100.00%,0.00%,0:00:00,0
Bob Dixon,1,8,0.00%,12.50%,0:02:42,0
running track,1,2,0.00%,50.00%,0:01:59,2
ball,1,25,0.00%,4.00%,0:06:49,6
telefellow,1,1,0.00%,100.00%,0:02:07,0
mary youngquist,1,4,100.00%,0.00%,0:01:17,0
social science manual,1,1,100.00%,0.00%,0:00:00,0
Farrell,1,1,100.00%,0.00%,0:00:00,0
third,1,1,100.00%,0.00%,0:00:00,0
greek,1,4,100.00%,0.00%,0:00:18,1
