Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
liz davies,1,1,0.00%,100.00%,0:00:28,0
lloyd johnson,3,1,33.33%,66.67%,0:02:10,0
local,1,1,0.00%,100.00%,0:01:17,0
local food,1,1,0.00%,100.00%,0:00:06,0
locomotive,1,1,0.00%,100.00%,0:12:07,0
loken consul,1,1,0.00%,100.00%,0:00:56,0
long range planning,1,2,100.00%,0.00%,0:00:04,0
long range planning,1,4,0.00%,25.00%,0:02:51,1
Paula Crisostomo,1,1,0.00%,100.00%,0:00:42,0
Look Magazine Gould,1,1,100.00%,0.00%,0:00:00,0
lopez rican,1,1,0.00%,100.00%,0:00:15,0
lopez rican,1,1,0.00%,100.00%,0:01:00,0
lord of the rings,1,1,0.00%,100.00%,0:06:39,0
lorna,1,4,100.00%,0.00%,0:00:23,0
Love medicine common reading,1,2,100.00%,50.00%,0:00:18,0
lowell frontline,1,1,0.00%,100.00%,0:01:20,0
lower lyman,1,2,0.00%,50.00%,0:00:08,0
lowman carolina,1,1,0.00%,100.00%,0:01:25,0
loyce houlton,1,2,100.00%,0.00%,0:01:08,1
LTC,3,1.67,33.33%,40.00%,0:06:55,0.67
LTC,2,2.5,0.00%,40.00%,0:01:31,0.5
LTC,1,1,0.00%,100.00%,0:00:07,0
lubin,2,1,50.00%,50.00%,0:08:42,0.5
lucian w. chaney,1,2,100.00%,0.00%,0:00:08,0
lucian w. chaney,1,5,0.00%,0.00%,0:01:15,1
lucian w. chaney,1,3,100.00%,0.00%,0:00:21,0
lucie bravard,1,1,0.00%,100.00%,0:00:06,0
luffman,1,1,0.00%,100.00%,0:04:59,0
lughod,1,1,0.00%,100.00%,0:00:17,0
lughod,1,1,0.00%,100.00%,0:26:26,0
Wellstone,1,1,0.00%,100.00%,0:00:03,0
Wellstone,1,1,0.00%,100.00%,0:19:36,0
lupe ontiveros,1,1,0.00%,100.00%,0:02:06,0
lusane concerns,1,1,0.00%,100.00%,0:00:23,0
lutter,1,1,0.00%,100.00%,0:53:48,45
Lydia,1,1,100.00%,0.00%,0:00:00,0
lydia anderson,1,3,0.00%,33.33%,0:03:00,6
Lyman Lakes,2,2,0.00%,50.00%,0:13:36,0.5
Lyman Lakes,1,1,0.00%,100.00%,0:02:44,4
Lyman Lakes,6,4.33,50.00%,7.69%,0:01:13,1.83
Lyman Lakes,2,4,0.00%,0.00%,0:02:15,3.5
Lyman Lakes,2,5,50.00%,10.00%,0:01:39,3
Lynn,1,1,100.00%,0.00%,0:00:00,0
m h abrams,1,1,100.00%,0.00%,0:00:00,0
mac matter,1,2,100.00%,0.00%,0:00:31,0
macburney,1,1,100.00%,0.00%,0:00:00,0
MAG,1,3,100.00%,0.00%,0:00:10,0
MAG,1,2,0.00%,50.00%,0:00:13,0
MAG,1,3,0.00%,33.33%,0:01:23,0
MAG,1,1,0.00%,100.00%,0:00:31,0
MAG,1,1,0.00%,100.00%,0:00:04,0
MAG,1,1,0.00%,100.00%,0:01:17,0
Magdalene Enriquez,1,1,0.00%,100.00%,0:01:04,0
magic show,1,4,0.00%,25.00%,0:12:32,0
magnetic poetry,1,1,0.00%,100.00%,0:00:40,0
mahanger,1,1,0.00%,0.00%,0:00:48,1
mahmood mamdani,1,1,0.00%,100.00%,0:01:02,0
mai fete costume,2,2.5,100.00%,0.00%,0:00:11,0
"Maitland, Bean, Nason, Jimmy J. Kolker, Kingman Brewster, Jr., Reverend Howard Conn",1,1,0.00%,100.00%,0:01:05,0
"Maitland, Bean, Nason, Jimmy J. Kolker, Kingman Brewster, Jr., Reverend Howard Conn",1,1,0.00%,100.00%,0:08:19,2
maiz advocate,1,1,0.00%,100.00%,0:00:44,0
Major Gifts,1,1,0.00%,100.00%,0:01:15,0
Major Gifts,1,1,0.00%,100.00%,0:00:41,0
malcolm oxford,1,1,0.00%,100.00%,0:01:28,0
Malt-O-Meal,1,5,100.00%,0.00%,0:01:15,0
mama lere home,1,1,0.00%,100.00%,0:00:13,0
managing newsweek,1,1,0.00%,100.00%,0:00:53,0
manegold citation,1,1,0.00%,100.00%,0:03:28,0
manegold emory,1,1,0.00%,100.00%,0:01:01,0
manning,1,2,100.00%,0.00%,0:00:16,0
mansco,1,5,100.00%,0.00%,0:01:35,0
manuscript,5,1.8,80.00%,11.11%,0:02:20,0.2
map,2,2.5,0.00%,40.00%,0:04:34,2
marathon,1,2,0.00%,50.00%,0:22:01,0
"Marc Riegel (1967), Mark Headington (1967), Mike Jines, Bill Redeker, Barry Gillespie",1,1,0.00%,100.00%,0:03:24,0
march the reub,1,4,0.00%,25.00%,0:01:17,0
marfleet students,2,1,50.00%,50.00%,0:00:58,0
Margaret J. Evans,1,4,0.00%,50.00%,0:01:07,1
Margaret J. Evans,1,2,0.00%,50.00%,0:09:52,0
Margaret J. Evans,1,1,100.00%,0.00%,0:00:00,0
Margaret J. Evans,1,10,0.00%,0.00%,0:04:03,10
Margaret J. Evans,1,2,0.00%,50.00%,0:00:10,0
Margaret Simms '67,1,1,0.00%,100.00%,0:00:25,0
Margaret Simms '67,1,1,0.00%,100.00%,0:02:45,0
margaret thompson,2,5,0.00%,10.00%,0:06:56,2.5
margaret thompson,2,2.5,0.00%,40.00%,0:11:36,0.5
margaret thompson,1,1,0.00%,100.00%,0:00:51,0
margaret thompson,1,2,0.00%,100.00%,0:01:02,0
margret dietz,1,1,100.00%,0.00%,0:00:00,0
maria,1,1,0.00%,100.00%,0:00:35,1
maria bruun,1,1,0.00%,100.00%,0:01:13,0
maribeth moore,1,2,0.00%,100.00%,0:00:21,0
marie jensen,1,1,100.00%,0.00%,0:00:00,0
marilyn mason,1,3,100.00%,0.00%,0:01:02,0
mario small,1,1,0.00%,100.00%,0:00:28,0
Marion LeRoy Burton,1,7,100.00%,14.29%,0:07:42,2
marita hallmark,1,1,0.00%,100.00%,0:00:57,0
Marita Wesely-Clough,1,1,0.00%,100.00%,0:00:39,0
marjory,1,1,0.00%,100.00%,0:00:51,0
marjory black,1,1,0.00%,100.00%,0:00:07,0
Mark Anthony Neal,1,1,0.00%,100.00%,0:04:30,0
mark dayton governor,1,1,0.00%,100.00%,0:00:23,0
Mark Govoni,1,1,0.00%,100.00%,0:04:34,0
mark schmidt,1,1,0.00%,100.00%,0:09:35,33
Mark Tucker,1,1,0.00%,100.00%,0:05:33,0
mark twain,1,4,100.00%,0.00%,0:00:51,0
mark wilson,1,1,0.00%,100.00%,0:03:13,0
Marlie,1,1,0.00%,100.00%,0:00:09,0
marshall olds,1,1,0.00%,100.00%,0:01:18,0
Marsovan,1,2,0.00%,50.00%,0:14:38,0
Martha A. King,2,4,0.00%,25.00%,0:09:02,7
Martha A. King,1,7,0.00%,0.00%,0:22:10,7
Martha A. King,1,1,0.00%,100.00%,0:00:53,6
Martha Clarke dancer and choreographer,1,1,0.00%,100.00%,0:00:27,0
Martha Clarke dancer and choreographer,1,1,0.00%,100.00%,0:00:28,0
martha elizabeth donaldson,2,5.5,100.00%,18.18%,0:01:41,1
martha elizabeth donaldson,1,2,100.00%,0.00%,0:00:06,0
martha elizabeth donaldson,1,2,100.00%,0.00%,0:00:15,0
Mary Ellen Childs,1,1,0.00%,100.00%,0:00:32,0
mary gehant,1,1,100.00%,0.00%,0:00:00,0
mary gerth,1,1,100.00%,0.00%,0:00:00,0
Mary Holter,1,2,0.00%,50.00%,0:00:53,0
Mary Jones,1,6,0.00%,16.67%,0:00:57,1
mary miles,1,2,0.00%,50.00%,0:01:28,0
MARY PUFF,1,2,0.00%,0.00%,0:04:00,5
mary sinclair crawford,1,1,100.00%,0.00%,0:00:00,0
mary starr Becker,1,1,100.00%,0.00%,0:00:00,0
mary youngquist,1,4,100.00%,0.00%,0:01:17,0
mascot,1,1,0.00%,100.00%,0:00:26,0
masse,1,1,0.00%,100.00%,0:00:12,0
masse marie christine,1,1,0.00%,100.00%,0:21:25,0
mathematics,1,1,0.00%,100.00%,0:00:25,0
mathis,2,5,0.00%,0.00%,0:08:28,18.5
matron,1,3,0.00%,33.33%,0:00:08,0
matson,1,3,100.00%,0.00%,0:01:43,0
matsumoto,1,3,0.00%,33.33%,0:01:10,0
Maureen Tumulty,1,4,100.00%,25.00%,0:01:26,1
maurer arts,1,1,0.00%,100.00%,0:01:33,0
maxwell,1,9,0.00%,11.11%,0:09:06,12
May Fete,13,4.69,38.46%,9.84%,0:10:02,4
May Fete,9,2.56,0.00%,34.78%,0:03:46,1.33
May Fete,1,3,0.00%,33.33%,0:03:40,7
May Fete,1,1,0.00%,100.00%,0:00:04,0
May Fete,1,13,0.00%,7.69%,0:14:46,33
May Fete,1,6,0.00%,16.67%,0:05:11,14
May Fete,1,1,100.00%,0.00%,0:00:00,0
May Fete,1,1,0.00%,100.00%,0:00:04,0
May Fete,1,3,0.00%,33.33%,0:02:16,2
May Fete,1,1,0.00%,100.00%,0:00:30,0
may rand,1,2,100.00%,0.00%,0:00:07,0
maybury anthropology,1,1,0.00%,100.00%,0:01:04,0
Maynard,1,2,0.00%,0.00%,0:02:53,3
mayo,1,1,0.00%,100.00%,0:00:28,0
mcac,2,2,0.00%,50.00%,0:10:03,0
mcadams northwestern,1,1,0.00%,100.00%,0:02:04,0
mcarthur,1,1,0.00%,100.00%,0:00:15,0
mcconnell bush,1,1,0.00%,100.00%,0:01:24,0
mccready convocation,1,1,0.00%,100.00%,0:00:17,0
mccready ignashev,1,2,0.00%,50.00%,0:03:25,0
mcfadden,2,1,100.00%,0.00%,0:00:00,0
McGannon,1,2,100.00%,0.00%,0:00:47,0
mchose,1,2,100.00%,0.00%,0:00:15,0
mckinsey,1,2,100.00%,0.00%,0:00:13,0
mcknight,1,1,0.00%,100.00%,0:00:10,0
McKnight prairie,1,1,0.00%,100.00%,0:00:11,0
mclaughlin innocence,1,1,0.00%,100.00%,0:02:38,0
mcmillen census,1,1,0.00%,100.00%,0:01:04,0
meadows hampshire,1,1,0.00%,100.00%,0:01:23,0
medlock giraffe,1,1,0.00%,100.00%,0:00:55,0
medved screenwriter,1,1,0.00%,100.00%,0:01:01,0
meera sehgal,1,5,0.00%,40.00%,0:15:22,0
meera student,1,1,0.00%,100.00%,0:00:39,0
meh,3,1.33,33.33%,50.00%,0:06:00,0.67
meh club,1,2,100.00%,0.00%,0:00:16,0
melrose leone,1,1,0.00%,100.00%,0:00:57,0
melvin newman,1,2,0.00%,50.00%,0:03:54,0
Members of the Carleton College community,1,1,0.00%,100.00%,0:02:34,0
memorial,1,1,0.00%,100.00%,0:00:43,0
memorial ada service,1,1,0.00%,100.00%,0:00:31,0
memorial ada service,1,1,0.00%,100.00%,0:00:05,0
"Memorial Service for L.M. Gould From St. Mark's Presbyterian Church, Tuscon, Arizona",1,1,0.00%,100.00%,0:01:53,0
men boarding,1,4,0.00%,25.00%,0:01:02,2
men dining,1,3,0.00%,66.67%,0:00:59,0
men housing,1,1,0.00%,100.00%,0:00:09,0
menand harvard,1,1,0.00%,100.00%,0:00:59,0
men's league,1,2,0.00%,50.00%,0:00:23,0
menu,1,3,0.00%,0.00%,0:01:18,1
merrill jarchow newman,1,6,100.00%,0.00%,0:23:44,0
merrill jarchow newman,1,2,0.00%,50.00%,0:00:09,0
Merton J. Bell,1,1,100.00%,0.00%,0:00:00,0
merzifon,1,4,0.00%,25.00%,0:01:06,2
meslin grassroots,1,1,0.00%,100.00%,0:01:05,0
messenger,1,4,100.00%,0.00%,0:00:36,0
Metcalf,1,2,0.00%,0.00%,0:02:58,1
Meter,1,1,0.00%,100.00%,0:11:52,0
Meter,1,1,0.00%,100.00%,0:00:20,0
meter bowl,1,1,0.00%,100.00%,0:00:05,0
Methodist Church,1,5,100.00%,0.00%,0:00:27,0
Metric,1,4,0.00%,0.00%,0:07:44,12
metric football,1,2,100.00%,0.00%,0:00:14,0
michael barnes,1,1,0.00%,100.00%,0:00:08,0
michael borunda,1,2,100.00%,0.00%,0:00:05,0
"Michael D. McNally and Andrea L. Nixon, Co-Chairs, CEDI Leadership Board; Noe J. Hernandez '11 and Kelsey Han '13, CEDI Leadership Board CSA Senator L",3,1,33.33%,66.67%,0:02:15,0
michael the syrian,1,1,100.00%,0.00%,0:00:00,0
microassist,1,1,100.00%,0.00%,0:00:00,0
middle school,1,3,0.00%,33.33%,0:00:42,0
Midwest Student Victory Assembly,1,1,0.00%,100.00%,0:05:58,0
Midwinter Ball,2,5,100.00%,0.00%,0:01:52,2
Midwinter Ball,1,6,0.00%,16.67%,0:10:40,28
Midwinter Ball,1,5,0.00%,20.00%,0:00:43,3
migerner,1,1,0.00%,100.00%,0:01:48,0
Mighty Ducks,2,1,0.00%,100.00%,0:00:14,0
mike barnes,1,1,0.00%,100.00%,0:00:34,0
mike barnett,1,2,100.00%,0.00%,0:01:50,0
military,4,1.75,25.00%,57.14%,0:05:59,1.25
military,1,1,0.00%,100.00%,0:00:30,2
milk,1,1,0.00%,100.00%,0:00:45,0
milking,1,1,0.00%,100.00%,0:00:05,0
mill,4,1.75,25.00%,28.57%,0:03:46,1
milster,2,2.5,0.00%,40.00%,0:00:45,0
Milton minkin,1,2,100.00%,0.00%,0:00:44,0
Minkoff,1,1,100.00%,0.00%,0:00:00,0
minnesota,1,1,0.00%,100.00%,0:15:49,0
minnesota conservationist,1,1,0.00%,100.00%,0:00:34,0
minnesota higher education,1,1,0.00%,100.00%,0:00:36,3
minnesota higher education,1,1,100.00%,0.00%,0:00:00,0
minnesota legislature,1,1,100.00%,0.00%,0:00:00,0
minnesota private college hour,1,1,100.00%,0.00%,0:00:00,0
Minnesota Public Radio 'WorldView',1,1,0.00%,100.00%,0:01:59,0
Minnie M. Dilley,1,4,0.00%,25.00%,0:02:21,4
Minnie Watson,1,1,100.00%,0.00%,0:00:00,0
minnijean brown,1,1,0.00%,100.00%,0:00:55,0
minority,1,1,0.00%,100.00%,0:01:41,0
minority,1,1,0.00%,100.00%,0:00:10,0
minority affairs review,1,3,0.00%,33.33%,0:01:51,0
minutes,1,2,100.00%,0.00%,0:04:03,1
Miron Skinner,1,1,0.00%,0.00%,0:00:16,1
Miron Skinner,1,1,0.00%,100.00%,0:03:28,0
Miron Skinner,1,1,100.00%,0.00%,0:00:00,0
Miron Skinner,1,2,0.00%,50.00%,0:01:45,1
Miron Skinner,1,1,0.00%,100.00%,0:00:20,0
misaki,1,1,0.00%,100.00%,0:00:08,0
miscellaneous,2,2,0.00%,50.00%,0:00:47,0
miscellaneous,1,1,100.00%,0.00%,0:00:00,0
miscellaneous,1,1,0.00%,100.00%,0:00:42,0
miscellaneous publications,1,1,0.00%,100.00%,0:08:12,4
miscellany,1,1,0.00%,100.00%,0:08:11,3
misch,1,1,0.00%,100.00%,0:00:23,0
miss evans,1,7,0.00%,28.57%,0:03:27,6
missal,1,1,0.00%,100.00%,0:20:32,1
missing,1,1,0.00%,100.00%,0:00:19,0
mission* Turk*,1,2,0.00%,100.00%,0:00:31,0
mission* Turk*,1,1,0.00%,100.00%,0:00:18,0
missionaries,1,2,100.00%,0.00%,0:00:11,0
missions,2,1.5,50.00%,33.33%,0:00:51,1.5
missions,1,1,0.00%,100.00%,0:00:09,0
Petra Crosby,1,1,0.00%,100.00%,0:00:58,0
Bad Input,1,1,0.00%,0.00%,0:01:13,3
modest records,1,1,100.00%,0.00%,0:00:00,0
Module,1,2,100.00%,0.00%,0:01:03,0
moenter,1,2,100.00%,0.00%,0:04:30,1
mohrig,2,2.5,0.00%,40.00%,0:17:57,2
mohrig papers,1,3,0.00%,33.33%,0:02:38,0
moldea journalist,1,1,0.00%,100.00%,0:00:25,0
molly,1,1,100.00%,0.00%,0:00:00,0
molly ivins,1,1,0.00%,100.00%,0:01:09,0
montgomery,1,2,0.00%,50.00%,0:02:23,3
monthly monday meeting,1,1,0.00%,100.00%,0:01:25,0
monthly pullout,1,1,0.00%,100.00%,0:00:13,0
monument,4,1.5,50.00%,33.33%,0:00:53,0
monument,1,2,0.00%,50.00%,0:00:33,0
moon,1,2,100.00%,0.00%,0:05:59,0
mooney guru,1,1,0.00%,100.00%,0:00:38,0
Moore,1,5,100.00%,40.00%,0:01:31,0
Moore,1,1,0.00%,100.00%,0:01:22,0
Morford,2,3.5,50.00%,42.86%,0:00:36,1
morgan president chief,1,1,0.00%,100.00%,0:00:58,0
"Morgan, Harrison, Carlin, Lamb, Jenkins",1,1,0.00%,100.00%,0:00:34,0
mori,1,1,0.00%,100.00%,0:00:20,0
morley,1,17,0.00%,0.00%,0:36:27,8
mormon,1,1,100.00%,0.00%,0:00:00,0
mormon and blacks,1,1,0.00%,100.00%,0:00:10,0
morones border,1,1,0.00%,100.00%,0:00:52,0
morrell nichols,1,1,0.00%,100.00%,0:00:41,0
morrell nichols,1,1,0.00%,100.00%,0:00:06,0
morrell nichols,1,1,0.00%,100.00%,0:03:15,0
morrell nichols,1,1,0.00%,100.00%,0:00:13,0
moses,3,2,100.00%,16.67%,0:00:18,0
moss global,1,1,0.00%,100.00%,0:01:32,0
Move in,1,2,0.00%,0.00%,0:00:06,1
mrs paul myers,1,1,0.00%,100.00%,0:00:21,0
mud tug,2,2.5,50.00%,20.00%,0:03:56,4.5
mudd,1,2,0.00%,50.00%,0:01:31,2
mudd hll,1,1,0.00%,100.00%,0:00:04,0
Multi-class panel discussion: Our Energy Future,1,1,0.00%,100.00%,0:01:42,0
Multi-class panel discussion: Our Energy Future,1,1,0.00%,100.00%,0:06:00,0
multicultural,2,1,0.00%,100.00%,0:02:59,0
munem,1,2,0.00%,50.00%,0:20:18,0
munemitsu,1,1,0.00%,100.00%,0:00:29,0
municipal liquor,1,1,0.00%,100.00%,0:00:09,0
murduch wagner,1,1,0.00%,100.00%,0:00:52,0
murduch wagner,1,1,0.00%,100.00%,0:00:06,0
Muriel Dunkleman Bach Diamond,1,1,0.00%,100.00%,0:00:34,0
Muriel Dunkleman Bach Diamond,1,1,0.00%,100.00%,0:01:53,0
Music,2,2,0.00%,50.00%,0:02:59,1.5
Music,1,3,0.00%,33.33%,0:00:56,0
music department,1,2,0.00%,50.00%,0:00:32,0
Music,1,2,0.00%,100.00%,0:05:56,0
Music Hall,4,6.25,50.00%,8.00%,0:08:26,7.25
Music Hall,2,3.5,100.00%,0.00%,0:00:53,0.5
Music Hall,1,6,0.00%,0.00%,0:01:10,4
Music,1,2,100.00%,0.00%,0:00:13,0
Music,1,1,0.00%,100.00%,0:00:25,0
musser,2,3,50.00%,0.00%,0:00:20,1.5
myers,2,1,0.00%,100.00%,0:03:03,0.5
myers addition,1,1,0.00%,100.00%,0:00:38,0
myers addition,1,1,0.00%,100.00%,0:00:04,0
myers addition,1,1,0.00%,100.00%,0:00:03,0
myers associate,1,1,0.00%,100.00%,0:00:20,0
mystery meat,1,1,0.00%,0.00%,0:21:10,5
Bad Input,1,2,100.00%,0.00%,0:00:05,0
nabhan southwest,1,1,0.00%,100.00%,0:01:09,0
Nachtigall,1,4,0.00%,25.00%,0:13:03,6
Nadia,1,3,0.00%,33.33%,0:01:14,0
Nadia Heibel,1,2,100.00%,0.00%,0:02:50,0
Nadine Strossen,1,1,0.00%,100.00%,0:00:22,0
Nadine Strossen,1,1,0.00%,100.00%,0:02:07,0
Naegele,1,1,100.00%,0.00%,0:00:00,0
Nancy Soth,1,2,0.00%,50.00%,0:00:36,1
Nancy Wilkie,1,1,0.00%,100.00%,0:00:06,0
Nancy Wilkie,1,1,100.00%,0.00%,0:00:00,0
narverud,1,2,0.00%,50.00%,0:24:08,1
narverud,1,1,0.00%,100.00%,0:00:10,0
Nason,6,1.67,50.00%,20.00%,0:05:46,0.5
Nason,1,4,0.00%,25.00%,0:02:13,6
nason commencement,1,1,0.00%,100.00%,0:07:19,0
nason papers,1,2,0.00%,50.00%,0:12:23,0
Nat Wilson,1,1,0.00%,0.00%,0:02:38,1
nathalie beaumont,1,3,0.00%,66.67%,0:01:44,1
nathalie beaumont,1,1,0.00%,100.00%,0:00:07,0
nathaniel rosenblum,1,1,0.00%,100.00%,0:00:05,0
National editor of Rolling Stone magazine; William Greider,1,1,0.00%,100.00%,0:07:47,0
national guard,1,1,0.00%,100.00%,0:01:41,0
National Public Radio Foreign Correspondent David Welna '80,1,1,0.00%,100.00%,0:01:15,0
National Public Radio Foreign Correspondent David Welna '80,1,1,0.00%,100.00%,0:04:09,0
natural history carleton,1,1,0.00%,100.00%,0:01:05,0
nature trail,2,3.5,100.00%,14.29%,0:00:19,0
Nau,1,1,0.00%,100.00%,0:00:44,1
Nau,1,3,0.00%,33.33%,0:00:35,0
Nazro,1,2,100.00%,0.00%,0:00:24,0
neal duke black,1,1,0.00%,100.00%,0:00:54,0
Ned Heckman,1,1,0.00%,0.00%,0:00:25,2
need blind,1,3,0.00%,0.00%,0:00:55,1
needleman wisdom,1,1,0.00%,100.00%,0:00:15,0
needleman wisdom,1,1,0.00%,100.00%,0:00:20,0
negro,1,1,100.00%,0.00%,0:00:00,0
Neil Evans,2,1,0.00%,100.00%,0:12:14,3.5
Neil Evans,2,1,0.00%,50.00%,0:02:11,1.5
Neil Evans,1,1,100.00%,0.00%,0:00:00,0
Neil sandstad,1,2,0.00%,0.00%,0:00:56,2
nellie wheaton,1,4,100.00%,0.00%,0:01:09,0
nelson journalist author,1,1,0.00%,100.00%,0:01:40,0
Nena Whittamore,1,1,0.00%,100.00%,0:00:16,0
Nena Whittamore,1,1,0.00%,0.00%,0:01:34,1
neuharth ceo,1,1,0.00%,100.00%,0:01:06,0
New faculty,1,1,0.00%,100.00%,0:01:04,0
New faculty,1,2,0.00%,50.00%,0:00:47,0
New Student Week,3,3,100.00%,11.11%,0:00:56,2.67
New Student Week,2,2,0.00%,25.00%,0:04:22,0.5
New Student Week,1,2,0.00%,50.00%,0:04:47,3
New Student Week,1,1,0.00%,100.00%,0:00:07,0
New Student Week,1,1,100.00%,0.00%,0:00:00,0
New Student Week,1,1,0.00%,100.00%,0:01:33,0
New Student Week,1,1,0.00%,100.00%,0:00:09,0
New Student Week,1,1,0.00%,100.00%,0:00:57,0
New Student Week,1,1,0.00%,100.00%,0:00:34,0
new year,1,1,0.00%,100.00%,0:02:08,0
new zealand centre,1,1,0.00%,100.00%,0:03:18,0
news,2,1.5,50.00%,33.33%,0:00:40,0
news press,3,1,0.00%,100.00%,0:00:22,0
news press,2,3,100.00%,0.00%,0:00:19,0
news press,1,1,0.00%,100.00%,0:00:11,0
news press,1,2,100.00%,0.00%,0:00:23,0
Newsletters,1,1,0.00%,100.00%,0:01:45,0
Nguyen Qui Duc,1,1,0.00%,100.00%,0:02:10,0
niebyl,1,2,0.00%,100.00%,0:26:41,1
night dream,1,1,100.00%,0.00%,0:00:00,0
nina kracum,1,1,0.00%,100.00%,0:01:33,0
Nina Thames,1,1,0.00%,100.00%,0:00:26,0
Nir and Tononi,1,1,100.00%,0.00%,0:00:00,0
Nir and Tononi,1,1,0.00%,100.00%,0:00:08,0
NISEI,3,1.33,0.00%,75.00%,0:02:55,3.67
NISEI,1,1,0.00%,100.00%,0:00:18,0
NISEI,1,1,0.00%,100.00%,0:00:07,0
nishiyama,1,9,100.00%,0.00%,0:06:15,0
nixa,1,7,100.00%,14.29%,0:15:02,4
nnb,1,2,100.00%,0.00%,0:00:03,0
Kenneth Arrow,1,1,0.00%,100.00%,0:01:30,0
noon news,2,2,50.00%,25.00%,0:00:43,0
nordquist SAC,1,1,0.00%,100.00%,0:00:47,0
norman foreign,1,1,0.00%,100.00%,0:00:30,0
northern baptist,1,8,100.00%,0.00%,0:19:42,2
Northfield,1,2,0.00%,0.00%,0:00:44,1
Northfield,1,1,0.00%,100.00%,0:00:07,0
Northfield,1,3,0.00%,33.33%,0:05:40,0
northfield houses,1,1,0.00%,100.00%,0:00:32,0
Northfield Middle School,2,3.5,0.00%,42.86%,0:01:54,1.5
Northfield Middle School,1,10,0.00%,0.00%,0:02:51,3
Northfield News Collection,1,3,0.00%,33.33%,0:00:17,0
notation,1,2,0.00%,100.00%,0:00:15,1
Nourse,1,6,0.00%,16.67%,0:04:06,7
nourse cottage,1,2,0.00%,50.00%,0:02:58,1
nourse hall,1,4,0.00%,25.00%,0:03:04,6
nourse hall,1,3,0.00%,33.33%,0:03:22,0
Nova,1,2,0.00%,0.00%,0:00:44,3
npr fox juan,1,1,0.00%,100.00%,0:00:49,0
nudity,2,2,100.00%,0.00%,0:00:39,0
Numeric,6,2.5,16.67%,40.00%,0:06:43,1.5
Numeric,6,1.67,66.67%,10.00%,0:01:48,0.17
Numeric,4,1.75,25.00%,57.14%,0:02:54,0.25
Numeric,4,1.5,50.00%,33.33%,0:00:56,0
Numeric,3,1.33,33.33%,50.00%,0:00:19,0
Numeric,3,1.33,0.00%,75.00%,0:00:28,1.33
Numeric,3,3,33.33%,33.33%,0:00:20,0
Numeric,3,3.67,66.67%,18.18%,0:02:06,0.33
Numeric,3,2.33,33.33%,28.57%,0:04:48,0
Numeric,3,1.67,0.00%,60.00%,0:23:33,4.67
Numeric,3,1,0.00%,100.00%,0:00:10,0
Numeric,3,1.67,0.00%,60.00%,0:04:39,0
Numeric,3,1.33,33.33%,75.00%,0:00:16,0
Numeric,2,1,50.00%,50.00%,0:00:20,0
Numeric,2,1,0.00%,100.00%,0:00:34,0
Numeric,2,2,50.00%,50.00%,0:00:42,0
Numeric,2,1,0.00%,100.00%,0:00:30,0
Numeric,2,1,0.00%,100.00%,0:00:19,0
Numeric,2,1,0.00%,100.00%,0:00:28,0
Numeric,2,1,0.00%,100.00%,0:00:27,0
Numeric,2,1,50.00%,50.00%,0:00:10,0
Numeric,2,1,50.00%,50.00%,0:04:50,0
Numeric,2,1,50.00%,50.00%,0:00:12,0
Numeric,2,1,50.00%,50.00%,0:01:12,0
Numeric,2,1,50.00%,50.00%,0:06:08,0
Numeric,2,1,50.00%,50.00%,0:00:13,0
Numeric,2,1.5,50.00%,33.33%,0:08:47,0
Numeric,2,1,100.00%,0.00%,0:00:00,0
Numeric,2,1,0.00%,100.00%,0:09:48,0
Numeric,2,1.5,50.00%,33.33%,0:09:34,0
Numeric,2,2.5,0.00%,40.00%,0:00:45,2
Numeric,2,1.5,0.00%,33.33%,0:02:59,6
Numeric,2,1.5,0.00%,66.67%,0:19:14,24.5
Numeric,2,1,0.00%,100.00%,0:01:07,0.5
Numeric,2,2,0.00%,50.00%,0:33:06,129.5
Numeric,2,2,50.00%,25.00%,0:00:24,0.5
Numeric,2,2,0.00%,50.00%,0:01:40,0
Numeric,2,1.5,0.00%,100.00%,0:00:28,0
Numeric,2,1.5,50.00%,66.67%,0:00:21,0
Numeric,2,1.5,0.00%,66.67%,0:00:38,0
Numeric,2,2,50.00%,25.00%,0:00:17,0
Numeric,2,1.5,50.00%,33.33%,0:00:13,0
Numeric,2,1.5,0.00%,66.67%,0:00:21,0
Numeric,2,1.5,0.00%,100.00%,0:02:33,0
Numeric,2,3,50.00%,16.67%,0:03:17,0
Numeric,2,1.5,0.00%,66.67%,0:00:26,0
Numeric,2,2,50.00%,25.00%,0:04:41,0.5
Numeric,2,5,50.00%,20.00%,0:02:21,0
Numeric,2,1,0.00%,100.00%,0:00:09,0
Numeric,2,1.5,50.00%,33.33%,0:00:18,0.5
Numeric,2,1,0.00%,100.00%,0:01:28,0
Numeric,2,2,50.00%,50.00%,0:04:56,2
Numeric,2,2.5,0.00%,20.00%,0:05:59,3.5
Numeric,2,2,50.00%,25.00%,0:00:51,0
Numeric,1,1,0.00%,100.00%,0:00:06,0
Numeric,1,1,0.00%,100.00%,0:00:42,10
Numeric,1,1,0.00%,100.00%,0:00:14,0
Numeric,1,1,0.00%,100.00%,0:00:12,0
Numeric,1,2,0.00%,50.00%,0:20:21,1
Numeric,1,1,0.00%,100.00%,0:00:29,0
Numeric,1,1,0.00%,100.00%,0:00:40,0
