Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
Crisostomo,1,1,0.00%,100.00%,0:02:05,0
croquet,1,1,0.00%,100.00%,0:10:04,1
Cross Country,1,2,100.00%,0.00%,0:00:03,0
Cross Country,1,1,0.00%,100.00%,0:13:30,57
Crosson,1,1,0.00%,100.00%,0:00:10,0
crouter,1,1,0.00%,100.00%,0:00:47,0
CSA,2,3,100.00%,0.00%,0:00:36,0
CSA,1,30,100.00%,3.33%,0:26:37,5
Csa senate,1,1,100.00%,0.00%,0:00:00,0
Cuban-American medical doctor Rafael Campo,2,1,0.00%,100.00%,0:01:24,0
culture,1,1,0.00%,100.00%,0:03:31,0
culture asada,1,1,0.00%,100.00%,0:03:35,0
culver,2,10,100.00%,10.00%,0:15:36,1
"Curvin H. Gingrich et. al., comp.",1,1,0.00%,100.00%,0:12:30,0
CUT,1,2,0.00%,50.00%,0:00:50,0
cutler tunisia,1,1,0.00%,100.00%,0:01:30,0
Cycling,2,1.5,50.00%,33.33%,0:00:59,2.5
Cycling,1,1,0.00%,100.00%,0:00:09,1
Cycling,1,2,0.00%,100.00%,0:00:21,2
cynthia colwell algol 1960,1,1,0.00%,100.00%,0:00:29,0
D. Magnus und der deutschen Klasse,1,1,0.00%,100.00%,0:00:46,0
dace knights,1,1,0.00%,0.00%,0:00:29,1
dacie,1,1,100.00%,0.00%,0:00:00,0
Dacie Moses,5,1.8,40.00%,33.33%,0:01:00,0.2
Dacie Moses,4,4,0.00%,12.50%,0:03:17,3.25
dacie moses house,1,1,0.00%,100.00%,0:00:34,0
dagmar,1,1,0.00%,100.00%,0:31:15,6
dairy,1,4,0.00%,25.00%,0:01:03,0
dairy farm,1,1,0.00%,0.00%,0:16:05,7
dance,2,5,50.00%,10.00%,0:01:32,3
dance card,1,1,0.00%,100.00%,0:01:17,0
dancing,2,4.5,50.00%,11.11%,0:00:51,2.5
daniel casper,1,2,0.00%,50.00%,0:11:04,0
Daniel E. Stocking,1,2,100.00%,0.00%,0:01:42,0
Daniel Seddiqui,1,1,0.00%,100.00%,0:03:14,0
Danielle Peterson,1,2,100.00%,0.00%,0:00:35,0
danny fielder,1,1,0.00%,100.00%,0:00:12,0
danzig,1,1,100.00%,0.00%,0:00:00,0
Darryl Van Leer,1,1,0.00%,100.00%,0:00:25,0
"Darryl Van Leer, performer and Martin Luther King re-enactor",1,2,0.00%,50.00%,0:01:44,0
Dartmouth College history instructor Christopher Schmidt,1,1,0.00%,100.00%,0:00:58,0
dartmouth dresser,1,1,0.00%,100.00%,0:01:05,0
daryl relationships,1,1,0.00%,100.00%,0:01:47,0
data processing,2,1.5,0.00%,66.67%,0:01:04,0.5
data processing,1,8,0.00%,12.50%,0:01:26,0
date at carleton,1,1,0.00%,100.00%,0:01:00,0
date at carleton,1,1,100.00%,0.00%,0:00:00,0
Dave Brubeck,1,4,100.00%,0.00%,0:01:15,0
Dave Brubeck college 1956,1,1,0.00%,100.00%,0:00:12,0
"Dave Kapell, Founder and Owner, Magnetic Poetry, Inc.",1,1,0.00%,100.00%,0:08:38,0
dave melloh,1,1,0.00%,100.00%,0:00:25,0
"David Appleyard, Professor of Mathematics Carolyn Fure-Slocum, College Chaplain President Robert A. Oden Jr. Scott Bierman, Dean of the College Bruce",1,2,0.00%,100.00%,0:08:50,0
david davis van-atta,1,1,100.00%,0.00%,0:00:00,0
david davis van-atta,1,1,0.00%,100.00%,0:00:35,0
David fritz,1,1,0.00%,100.00%,0:00:28,0
david gergen,1,1,0.00%,100.00%,0:01:38,0
david maitland,3,3.67,66.67%,18.18%,0:08:24,0
david maitland,1,1,0.00%,0.00%,0:00:46,8
David Maybury-Lewis,1,1,100.00%,0.00%,0:00:00,0
"David Sipfle '53, William H. Laird Professor of Philosophy and the Liberal Arts",1,1,0.00%,100.00%,0:02:30,0
David Stowe,1,5,0.00%,20.00%,0:02:33,0
"David Strom '87, President of the Taxpayers League of Minnesota",1,1,0.00%,100.00%,0:06:10,0
davidov honeywell,1,1,0.00%,100.00%,0:00:19,0
davila cultural,1,1,0.00%,100.00%,0:00:56,0
davis hall,1,3,0.00%,33.33%,0:00:33,2
deadologist,1,1,0.00%,100.00%,0:00:30,0
Deaf,1,1,0.00%,100.00%,0:00:09,0
dean,1,2,0.00%,50.00%,0:06:22,4
dean,1,2,100.00%,0.00%,0:00:14,0
dean of college records,1,3,0.00%,33.33%,0:02:05,0
dean of men 1954,1,1,0.00%,100.00%,0:00:21,0
dean of students,1,2,0.00%,50.00%,0:03:46,1
Deane barbour,7,1.29,100.00%,0.00%,0:00:26,0
Deane barbour,4,2.25,75.00%,0.00%,0:01:23,0.25
deborah,1,1,100.00%,0.00%,0:00:00,0
deborah bial,1,1,0.00%,100.00%,0:02:08,0
Deborah brown,1,2,100.00%,0.00%,0:00:49,0
deborah hill,1,1,0.00%,100.00%,0:01:09,0
deborah hill,1,3,0.00%,33.33%,0:00:45,0
deborah sayles,1,1,0.00%,100.00%,0:05:23,0
deborah sayles,1,1,0.00%,100.00%,0:00:06,0
Debra McCray,1,2,0.00%,100.00%,0:00:22,1
deceased,1,1,0.00%,100.00%,0:00:16,0
decennial,1,2,0.00%,50.00%,0:05:27,0
decennial,1,1,0.00%,100.00%,0:00:08,0
declaration of indepence,1,2,0.00%,50.00%,0:00:19,1
declaration of indepence,1,1,0.00%,100.00%,0:00:12,0
decurtis stone,1,1,0.00%,100.00%,0:00:47,0
Dedication at Wind Turbine site northeast of campus; President Poskanzer; Nina Whitney '12; Laurie '76 and Richard '76 Kracum,1,1,0.00%,100.00%,0:03:54,0
Dedication of the Center for Mathematics and Computing,1,1,0.00%,100.00%,0:05:06,0
Dedication of the Center for Mathematics and Computing,1,1,0.00%,100.00%,0:02:15,0
deed,1,1,0.00%,100.00%,0:08:44,3
deer,1,1,100.00%,0.00%,0:00:00,0
Definitive Determination of the Orbit of Comet,1,1,100.00%,0.00%,0:00:00,0
demas,1,7,0.00%,14.29%,0:01:27,0
demonstration,1,1,0.00%,100.00%,0:00:04,0
demonstration,1,2,0.00%,50.00%,0:03:02,0
dennis josephs,1,3,0.00%,0.00%,0:09:07,18
dennison,1,2,0.00%,100.00%,0:33:40,0
dennison,1,2,0.00%,100.00%,0:00:42,0
department enrollment,1,2,0.00%,50.00%,0:01:56,0
Department of Biography,1,1,0.00%,100.00%,0:00:06,0
departmental reviews,4,1,0.00%,100.00%,0:04:32,0
departmental reviews,1,1,0.00%,100.00%,0:00:04,0
departmental reviews,1,1,0.00%,100.00%,0:02:28,0
depot,3,2,0.00%,66.67%,0:00:29,0.67
der affirmative,1,1,0.00%,100.00%,0:00:27,0
Derek Phillips,1,3,0.00%,33.33%,0:00:13,0
derrick bell harvard,1,1,0.00%,100.00%,0:01:46,0
development,1,2,0.00%,50.00%,0:02:18,0
"Development department, Nina Thames Whittier",1,1,0.00%,100.00%,0:00:27,0
"Development department, Nina Thames Whittier",1,1,0.00%,100.00%,0:03:51,0
development function,1,2,0.00%,50.00%,0:05:09,0
Development of Lyman Lakes,1,1,0.00%,100.00%,0:00:07,0
diana lesch,1,2,100.00%,0.00%,0:01:18,0
diet,1,2,0.00%,50.00%,0:07:29,1
diet prowe,4,3.25,50.00%,15.38%,0:11:11,0.75
diethelm,2,3,50.00%,16.67%,0:06:20,0
digital,1,3,0.00%,33.33%,0:01:04,0
digital archives,1,2,0.00%,50.00%,0:00:26,0
digitized,1,1,0.00%,100.00%,0:00:15,0
dining,8,6,12.50%,12.50%,0:19:38,12
dining hall,3,2,0.00%,16.67%,0:05:46,1.33
dining room,1,1,0.00%,100.00%,0:09:54,0
dining room,1,1,0.00%,100.00%,0:00:05,0
dinner,1,2,0.00%,50.00%,0:00:29,0
dinnergram,1,1,0.00%,100.00%,0:00:06,0
"Director, Minneapolis Institute of the Arts Dr. Evan Maurer",1,1,0.00%,100.00%,0:01:01,0
directory,2,2,0.00%,25.00%,0:04:06,2
directory,1,2,100.00%,0.00%,0:00:11,0
directory,1,2,100.00%,0.00%,0:00:08,0
discipline,1,2,100.00%,50.00%,0:00:29,0
disco,1,1,100.00%,0.00%,0:00:00,0
disease,1,1,0.00%,100.00%,0:00:10,0
Diversity,1,3,100.00%,0.00%,0:03:08,0
Diversity,1,7,100.00%,0.00%,0:02:59,0
diversity performing,1,1,0.00%,100.00%,0:00:46,0
divestment,2,9.5,50.00%,5.26%,0:06:12,2
divestment,1,2,100.00%,0.00%,0:00:10,0
Division Budget Requests,1,2,0.00%,50.00%,0:03:03,0
djalilian,1,1,0.00%,100.00%,0:01:01,5
djerassi,1,1,0.00%,100.00%,0:10:15,0
dl,1,1,0.00%,100.00%,0:00:08,0
dl magazine,1,1,0.00%,100.00%,0:05:19,0
doc evans,2,1,100.00%,0.00%,0:00:00,0
doc evans,1,2,100.00%,0.00%,0:00:03,0
doc persons,1,1,0.00%,100.00%,0:00:25,0
dolphins,3,1.33,33.33%,50.00%,0:01:20,0.33
"Don Hasseltine, Vice President for External Relations; President Steven Poskanzer; Nancy Braucher '63 and Lee Mauk '63; Michael McClellan '13",1,1,0.00%,100.00%,0:05:44,0
Don Rawitsch,3,1.67,0.00%,60.00%,0:07:17,0.33
Don Rawitsch,1,1,0.00%,100.00%,0:00:25,0
don wiener,1,1,100.00%,0.00%,0:00:00,0
Donald greig,1,2,100.00%,50.00%,0:00:21,0
donald pfeiffer,1,2,100.00%,0.00%,0:00:57,0
"Donald Saari, Director of the Center for Decision Analysis at the University of California, IrvineConvocation",1,1,100.00%,0.00%,0:00:00,0
donald schier,1,1,0.00%,100.00%,0:01:51,0
dope,2,2,0.00%,75.00%,0:00:48,0
dope books,4,2.25,75.00%,11.11%,0:04:43,0
dopman,1,2,100.00%,0.00%,0:00:12,0
Doris Schattschneider,1,1,0.00%,100.00%,0:01:52,0
Dormitory,4,3,0.00%,0.00%,0:14:55,8
Dormitory,1,3,0.00%,33.33%,0:00:18,0
Dormitory,2,3,0.00%,33.33%,0:01:32,1
Dormitory,1,2,0.00%,50.00%,0:00:39,0
Dormitory,1,1,100.00%,0.00%,0:00:00,0
Dormitory,1,1,0.00%,100.00%,0:00:10,0
doug brust,1,1,0.00%,0.00%,0:03:07,6
douglas critic michigan,1,1,0.00%,100.00%,0:01:00,0
down low,1,1,0.00%,100.00%,0:00:15,0
Down with social science,1,1,0.00%,100.00%,0:00:02,0
Down with social science,1,2,100.00%,0.00%,0:00:16,0
Down with social science,1,3,0.00%,0.00%,0:06:37,1
Dr. Culver,1,2,0.00%,50.00%,0:05:53,13
Dr. George Aaron Culver,1,1,0.00%,100.00%,0:00:32,0
Dr. George Aaron Culver,1,1,0.00%,100.00%,0:00:09,0
"Dr. Harry Markowitz, Nobel Prize Winner in Economics 1990",1,1,0.00%,100.00%,0:00:34,0
"Dr. Margaret Simms '67, Institute Fellow at the Urban Institute",1,1,0.00%,100.00%,0:00:27,0
Dr. Martin,1,1,0.00%,100.00%,0:12:40,13
Dr. Martin,1,2,0.00%,50.00%,0:02:47,0
"Dr. Rachel Elior, Hebrew University of Jerusalem",1,1,0.00%,100.00%,0:00:47,0
draft,1,1,0.00%,100.00%,0:00:08,0
Druids,3,4.67,66.67%,7.14%,0:01:15,0.67
druid robe,2,3,50.00%,16.67%,0:08:53,0
Druids,3,5.33,33.33%,18.75%,0:11:46,4
Druids,1,3,100.00%,0.00%,0:00:50,1
Druid's Circle,1,1,0.00%,100.00%,0:00:07,0
Druid's Den,1,1,0.00%,100.00%,0:00:06,0
dubois,1,2,100.00%,0.00%,0:00:22,0
duermeyer,1,1,0.00%,100.00%,0:03:22,0
duffy essayist,1,1,0.00%,100.00%,0:01:06,0
Dundas,1,2,0.00%,50.00%,0:00:10,0
Dundas,1,1,0.00%,100.00%,0:00:26,0
duniway,1,1,0.00%,100.00%,0:15:45,14
dunkelberg,1,1,100.00%,0.00%,0:00:00,0
dunning,1,1,100.00%,0.00%,0:00:00,0
dwight eisenhower,1,5,0.00%,0.00%,0:03:25,2
dynamo,2,3,0.00%,33.33%,0:18:00,1
"E. Patrick Johnson, Professor, Chair,",1,1,0.00%,100.00%,0:02:59,0
Earl Neil,1,3,100.00%,33.33%,0:01:32,0
Earl Neil,1,1,0.00%,100.00%,0:00:14,0
Early commercial development,1,1,100.00%,0.00%,0:00:00,0
earth day,2,2,50.00%,50.00%,0:00:47,0
earth day,1,1,0.00%,100.00%,0:00:36,0
Ebony,5,5.6,40.00%,3.57%,0:14:07,11
Ebony,5,6.4,60.00%,3.12%,0:05:07,9.8
Ebony,1,3,0.00%,0.00%,0:04:07,13
ebony utley,1,1,0.00%,100.00%,0:01:53,0
eco securities oden,1,1,0.00%,100.00%,0:01:22,0
ecology,1,1,100.00%,0.00%,0:00:00,0
economics,1,2,0.00%,50.00%,0:01:53,0
Edith Rosenheim,1,3,100.00%,0.00%,0:00:31,0
edith spooner,1,3,100.00%,0.00%,0:01:52,7
edley clinton,1,2,0.00%,100.00%,0:06:21,0
Edmund Pellegrino,1,1,0.00%,100.00%,0:07:28,0
Edmund T Montgomery,1,4,0.00%,0.00%,0:02:04,1
educating across cultures,1,1,0.00%,100.00%,0:00:26,0
edward lindberg,1,1,0.00%,100.00%,0:14:46,13
edward schmidt,1,1,100.00%,0.00%,0:00:00,0
edward schmidt,1,1,0.00%,100.00%,0:00:11,0
edwards,1,2,0.00%,50.00%,0:02:38,5
edwards commencement,1,1,100.00%,0.00%,0:00:00,0
eguchi,1,1,0.00%,100.00%,0:00:08,0
Eichman,2,3.5,50.00%,14.29%,0:14:27,0
eilberg stanford,1,1,0.00%,100.00%,0:00:53,0
eiler,1,2,0.00%,50.00%,0:27:15,0
"Eiler Hendrickson '43, et.al",1,1,0.00%,100.00%,0:10:48,0
eiler henr,1,2,0.00%,50.00%,0:14:10,0
eisen jewish,1,1,0.00%,100.00%,0:00:27,0
Eisenhower,2,3.5,0.00%,0.00%,0:02:28,2.5
Eisenhower,1,8,0.00%,0.00%,0:16:56,6
ejner cecil,1,1,0.00%,100.00%,0:00:21,0
elaine blatt,1,1,0.00%,100.00%,0:03:22,0
elect,1,1,0.00%,100.00%,0:00:19,0
election,1,1,0.00%,100.00%,0:00:21,0
eliet,6,2.33,16.67%,28.57%,0:09:36,3.17
elior hebrew,1,1,0.00%,100.00%,0:01:07,0
Elizabeth,3,3.67,33.33%,9.09%,0:00:42,1
Elizabeth,1,1,0.00%,100.00%,0:49:08,5
Elizabeth,1,1,0.00%,100.00%,0:00:23,1
elizabeth bissell,2,3,50.00%,16.67%,0:05:45,0.5
Elizabeth closner chapman,1,1,100.00%,0.00%,0:00:00,0
elizabeth cowling rec center,1,1,0.00%,100.00%,0:00:13,0
elizabeth cowling rec center,1,3,100.00%,0.00%,0:00:16,0
Elizabeth Kitchens Gordon,1,3,100.00%,0.00%,0:01:47,0
"Elizabeth McKinsey moderating, with, Burton Levin, Qiguang Zhao, Eva Posfay, Kofi Owusu, Fred Hagstrom",1,1,0.00%,100.00%,0:01:53,0
elizabeth musser,1,1,0.00%,100.00%,0:23:48,3
Elizabeth Phelps Dunn,1,1,100.00%,0.00%,0:00:00,0
elizabeth reedy,1,8,100.00%,0.00%,0:10:31,3
Elizabethan ensemble,1,1,0.00%,100.00%,0:00:48,0
Elizabethan ensemble,1,1,0.00%,100.00%,0:00:50,0
elledge,1,1,0.00%,100.00%,0:01:30,0
elliott mills,1,1,100.00%,0.00%,0:00:00,0
Elmer Peterson,1,2,100.00%,0.00%,0:00:26,0
eloise cadman,1,1,0.00%,100.00%,0:00:10,0
emily brown,1,2,0.00%,100.00%,0:00:59,0
emily clark brown,1,1,0.00%,100.00%,0:00:40,0
Emily is General Manager of ABC 7 Chicago (WLS-TV),1,2,0.00%,100.00%,0:05:28,0
employee recognition,1,2,0.00%,50.00%,0:00:22,0
endangered languages,1,1,0.00%,100.00%,0:06:10,0
enersen,1,1,0.00%,100.00%,0:00:42,0
enersen,1,1,0.00%,100.00%,0:00:22,0
enersen burnham,1,1,0.00%,100.00%,0:15:41,1
english comps,1,4,100.00%,25.00%,0:00:49,0
enlist,1,1,0.00%,100.00%,0:00:08,0
"Enrique Morones, the founder of Border Angels",1,1,0.00%,100.00%,0:00:53,0
enrollment majors,1,1,0.00%,100.00%,0:00:19,0
enrollment majors,1,1,0.00%,100.00%,0:00:04,0
enrollment majors,1,1,0.00%,100.00%,0:00:09,0
enrollments,1,1,0.00%,100.00%,0:00:25,0
enthusi,1,1,0.00%,100.00%,0:00:24,0
environment,2,2,0.00%,50.00%,0:00:47,1
environment,1,2,100.00%,0.00%,0:00:05,0
environment,1,1,0.00%,100.00%,0:00:22,0
Epple,1,1,0.00%,100.00%,0:00:16,1
equal opportunity act,1,1,0.00%,100.00%,0:03:06,0
Equestrian,1,2,0.00%,50.00%,0:00:16,0
Equestrian,1,1,0.00%,100.00%,0:00:06,0
equinox,1,1,0.00%,100.00%,0:00:04,0
equinox,1,1,0.00%,100.00%,0:00:08,0
Eric Guttag '74,1,2,0.00%,50.00%,0:00:49,0
"Eric Herr, President and COO of Autodesk, inc.",2,1.5,0.00%,100.00%,0:02:31,0.5
eric liu speechwriter,1,1,0.00%,100.00%,0:01:06,0
Eric Schwartz,1,1,0.00%,100.00%,0:02:52,0
erling larsen,5,1.6,0.00%,50.00%,0:10:17,2
ernest,1,1,100.00%,0.00%,0:00:00,0
ernest y. ling,2,1,0.00%,100.00%,0:00:16,0
ernest y. ling,1,1,0.00%,100.00%,0:00:21,0
ernie ling,2,4.5,50.00%,11.11%,0:35:35,13.5
ernie ling,1,1,0.00%,0.00%,0:00:11,1
ervin riverside,1,1,0.00%,100.00%,0:01:08,0
esaki,3,1,0.00%,100.00%,0:00:15,0
Estey,1,1,0.00%,100.00%,0:00:36,0
esther schumacher,1,2,0.00%,50.00%,0:00:31,1
Ethel Ackerman,2,2,50.00%,25.00%,0:02:27,0
Ethel Ackerman,1,2,0.00%,50.00%,0:13:11,1
Ethics in Our Lives,1,1,0.00%,100.00%,0:00:49,0
Eugene Bailey,1,7,0.00%,0.00%,0:02:33,3
eugene luokkala,1,1,0.00%,0.00%,0:08:48,10
eugster,2,1,100.00%,0.00%,0:00:00,0
eugster cassat,1,1,100.00%,0.00%,0:00:00,0
eugster musicland,1,1,0.00%,100.00%,0:02:24,0
eugster presidential,1,1,0.00%,100.00%,0:00:55,0
evaluating markets,2,1,0.00%,100.00%,0:00:17,0
Evan Thomas,1,1,0.00%,100.00%,0:03:57,0
Evans,1,4,100.00%,0.00%,0:00:47,1
Evans,1,1,0.00%,100.00%,0:00:20,0
evans club,1,2,0.00%,50.00%,0:04:30,1
Evans Hall,1,10,0.00%,10.00%,0:02:13,11
evans vietnam,1,1,0.00%,100.00%,0:00:48,0
evelyn anderson,1,2,0.00%,50.00%,0:01:54,2
event fliers,1,1,0.00%,100.00%,0:00:06,0
event programs,1,1,0.00%,100.00%,0:00:19,0
events,2,3,0.00%,66.67%,0:36:56,6
exhibition,5,3,20.00%,26.67%,0:05:58,0.8
exhibition,3,1.33,0.00%,75.00%,0:01:05,0
exhibition,2,2,0.00%,50.00%,0:02:11,2.5
exhibition,1,2,0.00%,50.00%,0:01:08,0
Exner,2,3,0.00%,66.67%,0:16:48,1.5
Exner,1,1,0.00%,100.00%,0:00:23,1
expelled,1,1,0.00%,100.00%,0:00:10,0
expulsion,2,1.5,0.00%,100.00%,0:08:33,2.5
External Relations,1,2,0.00%,50.00%,0:07:36,0
External Relations,1,1,0.00%,100.00%,0:01:02,0
f.t.e.s,1,1,0.00%,100.00%,0:04:48,15
f.t.e.s,1,1,0.00%,100.00%,0:00:11,0
Fabeetz,1,1,0.00%,100.00%,0:04:10,0
facilities,1,6,0.00%,33.33%,0:20:22,3
facilities,1,3,100.00%,0.00%,0:00:20,0
Facilities Management and Planning Office Records,2,2,50.00%,25.00%,0:01:42,0
facilities needs and planning committee,1,1,0.00%,100.00%,0:24:30,6
Faculty,2,2,0.00%,25.00%,0:00:55,4
Faculty,1,4,0.00%,0.00%,0:01:18,1
faculty administration social policy,1,2,0.00%,50.00%,0:19:31,0
faculty breakfast,1,1,0.00%,100.00%,0:02:03,4
Faculty Club,3,3.67,33.33%,18.18%,0:09:36,5
Faculty Club,1,1,0.00%,100.00%,0:03:20,0
Faculty early 1900s,1,2,0.00%,50.00%,0:00:33,0
faculty file,1,2,0.00%,50.00%,0:02:56,2
Faculty members 1920,1,1,0.00%,100.00%,0:00:28,0
faculty minutes,2,2,50.00%,25.00%,0:02:02,0
"Faculty Panel: Richard Crouter (moderator), Scott Carpenter, Susan Jaret McKinstry, Carl Weiner, Catherine Zuchert",1,1,0.00%,100.00%,0:08:16,0
faculty show,1,1,0.00%,100.00%,0:01:40,7
fadiman hmong,1,1,0.00%,100.00%,0:00:20,0
faisal,1,1,0.00%,100.00%,0:01:06,0
fall,1,4,0.00%,25.00%,0:01:17,2
fall concert,1,1,0.00%,100.00%,0:03:17,0
fall leaves,1,1,0.00%,100.00%,0:00:22,0
fall leisure,1,1,0.00%,100.00%,0:22:36,1
fam,1,1,100.00%,0.00%,0:00:00,0
family,1,1,0.00%,100.00%,0:13:14,1
Family Weekend: President's Report to Parents - Robert A. Oden Jr.,1,1,100.00%,0.00%,0:00:00,0
Farm,11,4.09,18.18%,20.00%,0:03:06,2.36
Farm,2,5.5,0.00%,27.27%,0:02:34,5.5
farm club,1,4,0.00%,25.00%,0:07:16,0
farm house,1,11,0.00%,9.09%,0:06:08,12
farm olaf,1,1,0.00%,100.00%,0:00:09,0
farm st olaf,1,1,0.00%,100.00%,0:00:09,0
Farmstock,1,1,0.00%,100.00%,0:00:08,0
fausto biology,1,1,0.00%,100.00%,0:00:52,0
Faye Vincent,1,2,0.00%,50.00%,0:01:27,0
Faye Vincent,1,1,0.00%,100.00%,0:00:16,0
"Featuring an address by Mark G. Yudof, President, University of Minnesota",1,1,0.00%,100.00%,0:09:52,0
"Featuring Convocation Address by Reatha Clark King, President and Executive Director, General Mills Foundation, Carleton Trustee (1988-1994)",1,1,0.00%,100.00%,0:27:48,0
feder boston,1,1,0.00%,100.00%,0:01:10,0
Feminist,1,2,100.00%,0.00%,0:00:17,0
fennelly kind,1,1,0.00%,100.00%,0:00:30,0
fenton korea,1,1,0.00%,100.00%,0:00:20,0
field before construction,1,1,0.00%,100.00%,0:00:15,0
fielder,1,2,100.00%,0.00%,0:00:12,0
fierer senior,1,1,0.00%,100.00%,0:10:18,0
fiftieth,1,2,100.00%,0.00%,0:00:04,0
film,1,4,0.00%,25.00%,0:04:35,3
finance committee,2,1.5,0.00%,100.00%,0:05:48,0
finance committee,1,1,0.00%,100.00%,0:00:10,0
finding aid,1,4,0.00%,25.00%,0:13:36,0
finding common ground,1,1,0.00%,100.00%,0:17:38,0
fine printing,1,1,0.00%,100.00%,0:00:16,0
fipse,1,2,0.00%,100.00%,0:01:21,0
first decade,1,4,0.00%,0.00%,0:14:10,4
first decade,1,1,0.00%,100.00%,0:03:03,0
fischer,1,2,0.00%,50.00%,0:00:11,0
five battle,1,2,0.00%,50.00%,0:34:54,6
flaten rwanda,1,1,0.00%,100.00%,0:00:30,0
fleming,1,5,0.00%,0.00%,0:02:57,2
fliers,1,2,0.00%,50.00%,0:00:34,1
fliers,1,1,0.00%,100.00%,0:01:33,7
flu,1,2,0.00%,50.00%,0:00:11,0
Fluid-dynamical Models of Rock Deformation,1,1,0.00%,100.00%,0:00:18,0
focus china,1,1,0.00%,100.00%,0:00:19,0
fogel population,1,1,0.00%,100.00%,0:00:19,0
Numeric,1,1,0.00%,100.00%,0:01:14,0
folk dance,1,1,0.00%,100.00%,0:00:07,0
folk dance,1,2,0.00%,100.00%,0:00:45,5
folk dance,1,1,0.00%,100.00%,0:00:05,0
folk dance,1,2,100.00%,50.00%,0:00:08,0
food,3,1.67,0.00%,60.00%,0:07:26,0.33
food bank alaska,1,1,0.00%,100.00%,0:00:52,0
Football,3,1.67,33.33%,40.00%,0:04:21,0
Football,1,2,100.00%,0.00%,0:00:17,0
Football,1,2,0.00%,50.00%,0:01:40,0
Football,1,1,0.00%,100.00%,0:00:08,0
football exner,1,1,0.00%,100.00%,0:00:04,0
football exner,1,4,0.00%,75.00%,0:01:15,2
football laird,1,2,0.00%,50.00%,0:23:22,2
forefathers,1,1,0.00%,100.00%,0:26:43,0
foreign missions,1,3,0.00%,33.33%,0:00:29,0
Forkosh Family Lecture in Judaic Studies,1,1,0.00%,100.00%,0:11:37,0
formal dances and dinners,1,2,100.00%,0.00%,0:00:05,0
Former Congressman Tim Penny and Carleton Professor of Political Science Steven E. Schier 1: Convocation 2: C-Span Broadcast of convo,1,1,100.00%,0.00%,0:00:00,0
Richard Parker,1,1,0.00%,100.00%,0:06:34,4
fossil,1,1,100.00%,0.00%,0:00:00,0
founder's court,1,7,0.00%,28.57%,0:01:21,3
founding,1,3,100.00%,0.00%,0:00:50,0
fountain,2,3.5,0.00%,14.29%,0:00:27,2
Fran Lucas,2,1,100.00%,0.00%,0:00:00,0
Fran Lucas,1,1,0.00%,100.00%,0:00:15,0
frances commission pennsylvania,1,1,0.00%,100.00%,0:00:26,0
"Frances Moore Lappe, author of Diet for a Small Planet",1,1,0.00%,100.00%,0:00:53,0
Francisco purdue,1,2,0.00%,50.00%,0:02:13,0
Frank B. Kellogg,2,3,0.00%,33.33%,0:11:23,4
Frank B. Kellogg,1,5,0.00%,0.00%,0:01:28,3
Frank Daniel,1,2,100.00%,0.00%,0:00:29,0
frank kreml,1,2,100.00%,0.00%,0:01:28,0
Frank R Savage,1,2,100.00%,0.00%,0:02:01,0
frank Stella 1973race track rough y,1,1,100.00%,0.00%,0:00:00,0
frank Stella 1973race track rough y,1,1,0.00%,100.00%,0:00:27,0
frank wright,2,1.5,0.00%,66.67%,0:00:47,1
"Frank Wu, Professor of Law at Howard University",2,1,0.00%,100.00%,0:00:36,0
frazee,1,1,100.00%,0.00%,0:00:00,0
Fred B. Hill,2,5.5,0.00%,18.18%,0:01:56,2.5
Fred B. Hill,1,3,0.00%,33.33%,0:04:04,4
fred easter,1,2,0.00%,50.00%,0:01:32,8
fred mary lantern,1,1,0.00%,100.00%,0:00:06,0
fred mary sayles hill,1,1,0.00%,100.00%,0:00:19,0
fred mary sayles hill,1,1,0.00%,100.00%,0:00:05,0
Fred Phelps,1,2,0.00%,0.00%,0:00:50,1
freedom,1,2,0.00%,100.00%,0:02:23,0
freedom safari,1,1,0.00%,100.00%,0:00:08,0
freedom safari,1,1,0.00%,100.00%,0:00:08,0
Freedom summer,1,2,0.00%,50.00%,0:00:38,0
Freelance Writer and Teacher Cheri Register,1,1,0.00%,100.00%,0:00:39,0
freier,1,2,0.00%,0.00%,0:03:40,7
french,3,1.67,0.00%,80.00%,0:05:12,0
french house,1,7,0.00%,14.29%,0:04:00,1
french house,1,1,0.00%,100.00%,0:00:12,0
french language associates,1,1,0.00%,100.00%,0:00:09,0
french language associates,1,1,0.00%,100.00%,0:00:08,0
freshman housing 1961,1,1,0.00%,100.00%,0:00:14,0
freshman vengeance,1,1,0.00%,100.00%,0:01:15,2
freshman vengeance,1,3,0.00%,33.33%,0:40:30,6
Freshmen,3,2.67,0.00%,25.00%,0:01:52,2
Freshmen,1,2,0.00%,0.00%,0:03:53,4
Frisbee,4,2.25,0.00%,33.33%,0:09:23,0.5
Frisbee,3,4,0.00%,25.00%,0:02:18,2.67
fritz-smead,1,1,0.00%,100.00%,0:00:24,0
"From KDHL Radio, with Carleton College Associate Professor of Psychology Kathleen M. Galotti",1,1,0.00%,100.00%,0:01:25,0
frumkin groeneman,1,1,0.00%,100.00%,0:00:42,0
fulfillment,1,1,0.00%,100.00%,0:02:32,0
