"305303","158169","Originals or Copies Note","00:55:04||00:55:03||00:55:00","Least Diff: 00:00:01","Greatest Diff: 00:00:04","All close: Yes","< 20 sec diff: Yes","3","DAT orig 55 min Data files on CD CD60 55:04 Dolby(r) B Stereo AudioCD 55:03 AABox13","13"
"305291","158167","Originals or Copies Note","02:03:07||02:14:00","Least Diff: 00:10:53","Greatest Diff: 00:10:53","All close: ---","< 20 sec diff: No","2","VHS Orig x 2; 2h14m total VHSem 2:03:07 97/8B","8"
"305274","158164","Originals or Copies Note","00:54:38||00:56:00","Least Diff: 00:01:22","Greatest Diff: 00:01:22","All close: ---","< 20 sec diff: No","2","S-VHS Orig 56m VHSem 54:38","8"
"305271","158163","Originals or Copies Note","00:51:43||00:55:15","Least Diff: 00:03:32","Greatest Diff: 00:03:32","All close: ---","< 20 sec diff: No","2","1: CD60 51:43 2: CD60 55:15 AABox14","13"
"305262","158162","Originals or Copies Note","00:56:21||00:57:00","Least Diff: 00:00:39","Greatest Diff: 00:00:39","All close: ---","< 20 sec diff: No","2","S-VHS Orig 57m VHSem 56:21 97/8C","8"
"305248","158159","Originals or Copies Note","01:36:33||01:40:00","Least Diff: 00:03:27","Greatest Diff: 00:03:27","All close: ---","< 20 sec diff: No","2","S-VHS Orig 1h 40m VHSem 1:36:33 97/8C","8"
"305243","158158","Originals or Copies Note","01:05:13||01:06:00","Least Diff: 00:00:47","Greatest Diff: 00:00:47","All close: ---","< 20 sec diff: No","2","S-VHS Orig 1h 6m VHSem 1:05:13 97/8C","8"
"305240","158157","Originals or Copies Note","00:56:50||00:24:06","Least Diff: 00:32:44","Greatest Diff: 00:32:44","All close: ---","< 20 sec diff: No","2","1: CD60 56:50 2: CD60 24:06 AABox14","13"
"305237","158157","Originals or Copies Note","00:56:16||00:24:25||01:01:00","Least Diff: 00:04:44","Greatest Diff: 00:36:35","All close: No","< 20 sec diff: No","3","S-VHS Orig 1h 1m 1: VHSem 56:16 2: VHSem 24:25 97/8C","8"
"305229","158155","Originals or Copies Note","00:41:45||01:02:55||01:03:08||01:08:23||00:56:27||00:19:24||01:05:37||01:19:55||01:25:05||00:41:54||01:01:12||01:06:50||01:04:30||00:33:41||01:41:44||00:51:52","Least Diff: 00:00:09","Greatest Diff: 01:22:20","All close: No","< 20 sec diff: No","16","1: CD60 41:45 2: CD90 1:02:55 3: CD90 1:03:08 4: CD90 1:08:23 5: CD60 56:27 6: EM60 19:24 (not for release) 7: CD90 1:05:37 8: CD90 1:19:55 9a: CD90 1:25:05 9b: CD90 41:54 10: CD90 1:01:12 11: CD90 1:06:50 (special release only) 12: CD90 1:04:30 13: CD60 33:41 14: DAT Orig; DAT EM; Copy60x2 1:41:44 15: CD60 51:52 All AABox14","13"
"305223","158154","Originals or Copies Note","01:39:19||01:00:21","Least Diff: 00:38:58","Greatest Diff: 00:38:58","All close: ---","< 20 sec diff: No","2","1: DM60x2 1:39:19 2: DM90 1:00:21 AABox15","13"
"305189","158147","Originals or Copies Note","01:20:19||00:59:46","Least Diff: 00:20:33","Greatest Diff: 00:20:33","All close: ---","< 20 sec diff: No","2","1: CD90 1:20:19 2: CD90 59:46 AABox15","13"
"305132","158135","Originals or Copies Note","00:55:14||00:58:16","Least Diff: 00:03:02","Greatest Diff: 00:03:02","All close: ---","< 20 sec diff: No","2","Data files on CD and HD; AudioCD 55:14; Cass60 58:16 AABox15; .mp3 file: 55:14 22.1 MB","13"
"305074","158123","Originals or Copies Note","01:05:29||01:04:50","Least Diff: 00:00:39","Greatest Diff: 00:00:39","All close: ---","< 20 sec diff: No","2","1: CD90 1:05:29 2: CD90 1:04:50; AABox16","13"
"305068","158122","Originals or Copies Note","01:08:12||00:20:28||01:09:00","Least Diff: 00:00:48","Greatest Diff: 00:48:32","All close: No","< 20 sec diff: No","3","DAT Orig 1hr 9min; 1: CD90 1:08:12; 2: CD 60 20:28; AABox16","13"
"305063","158121","Originals or Copies Note","01:31:20||00:13:36||00:11:28||01:55:00","Least Diff: 00:02:08","Greatest Diff: 01:43:32","All close: No","< 20 sec diff: No","4","DAT Orig ~1hr 55min; 1: CD90 1:31:20; 2: CD(60) 13:36; 3: CD(60) 11:28; AABox16","13"
"305058","158120","Originals or Copies Note","00:54:32||00:29:32||01:51:38||00:58:03||00:38:30||01:29:10||00:46:08||01:41:01||01:27:20||01:26:07||00:58:23||01:02:26","Least Diff: 00:00:20","Greatest Diff: 01:22:06","All close: No","< 20 sec diff: No","12","DAT Originals 1: CD60 54:32 2: CD60 29:32 3: CD60x2 1:51:38 4: CD60 58:03 5: CD60 38:30 6:(Compact Disk at Alumni Office) 7: CD90 1:29:10 8: CD60 46:08; 9: CD60x2 1:41:01 10: CD90 1:27:20 11: CD90 1:26:07 12: (Compact Disk at Alumni Office) 13: CD60 58:23 14: CD90 1:02:26; AABox16","13"
"305048","158118","Originals or Copies Note","00:51:14||01:20:09","Least Diff: 00:28:55","Greatest Diff: 00:28:55","All close: ---","< 20 sec diff: No","2","1: CD60 51:14 2: CD90 1:20:09 AABox16","13"
"305008","158110","Originals or Copies Note","00:51:07||01:03:37","Least Diff: 00:12:30","Greatest Diff: 00:12:30","All close: ---","< 20 sec diff: No","2","1: CD60 51:07 2: CD90 1:03:37; AABox17","13"
"305003","158109","Originals or Copies Note","01:05:39||01:07:00","Least Diff: 00:01:21","Greatest Diff: 00:01:21","All close: ---","< 20 sec diff: No","2","C90 orig 1 hr 7 min; CD90 1:05:39; AABox17","13"
"304956","158098","Originals or Copies Note","00:58:35||00:59:00","Least Diff: 00:00:25","Greatest Diff: 00:00:25","All close: ---","< 20 sec diff: No","2","DAT Orig stereo 59m CD90 58:35 stereo AABox17","13"
"304891","158084","Originals or Copies Note","01:04:18||00:22:58","Least Diff: 00:41:20","Greatest Diff: 00:41:20","All close: ---","< 20 sec diff: No","2","Data files on CD (see 12May00) 1: CD90 1:04:18 2: CD60 22:58 AABox18","13"
"304880","158082","Originals or Copies Note","01:53:10||00:39:30||01:29:55||01:36:37||01:35:20||01:17:15||00:25:10","Least Diff: 00:01:17","Greatest Diff: 01:28:00","All close: No","< 20 sec diff: No","7","a: CD60x2 1:53:10 b: CD90 39:30 c: CD90 1:29:55 d: CD60x2 1:36:37; e: CD90 1:35:20; f: CD90 1:17:15; g: CD60 25:10 all AABox18","13"
"304854","158077","Originals or Copies Note","01:03:22||01:04:17||00:40:49||01:04:00","Least Diff: 00:00:17","Greatest Diff: 00:23:28","All close: No","< 20 sec diff: No","4","Data files in computerDAT orig 1h 4 min (?); a: CD90 1:03:22 Stereo; AABox19 a: AudioCD 1:04:17 b: AudioCD 40:49","13"
"304736","158051","Originals or Copies Note","00:58:10||00:58:17||00:58:19","Least Diff: 00:00:02","Greatest Diff: 00:00:09","All close: Yes","< 20 sec diff: Yes","3","CD60 58:10 Data files on CD AudioCD 58:17 CD60 58:19; AABox19","13"
"304656","158035","Originals or Copies Note","01:09:02||01:09:06||00:22:42","Least Diff: 00:00:04","Greatest Diff: 00:46:24","All close: No","< 20 sec diff: No","3","Data files on CD (b: rmr) a: AudioCD 1:09:02 a: MC90 1:09:06 b: MC60 22:42; AABox20","13"
"304651","158034","Originals or Copies Note","01:00:03||01:00:32","Least Diff: 00:00:29","Greatest Diff: 00:00:29","All close: ---","< 20 sec diff: No","2","Data files on CD AudioCD 1:00:03 MC60 1:00:32; AABox20","13"
"304636","158031","Originals or Copies Note","00:50:24||00:53:53||01:13:19","Least Diff: 00:03:29","Greatest Diff: 00:22:55","All close: No","< 20 sec diff: No","3","Data files on CD x5 a: MC60 50:24 b: MC60 53:53 c: MC90 1:13:19; AABox20","13"
"304622","158028","Originals or Copies Note","00:54:46||00:55:50","Least Diff: 00:01:04","Greatest Diff: 00:01:04","All close: ---","< 20 sec diff: No","2","Data files on CD AudioCD 54:46 MC60 55:50; AABox20","13"
"304593","158021","Originals or Copies Note","01:07:00||00:23:01||01:30:05","Least Diff: 00:23:05","Greatest Diff: 01:07:04","All close: No","< 20 sec diff: No","3","Data files on CD AudioCD (x2); 1:07:00, 23:01 MC90 1:30:05; AABox21","13"
"304503","158001","Originals or Copies Note","01:36:45||01:37:27","Least Diff: 00:00:42","Greatest Diff: 00:00:42","All close: ---","< 20 sec diff: No","2","Data Files on CD x2 (rmr x5) MC60x2 1:36:45 AudioCDx2 1:37:27; AABox21","13"
"304489","157998","Originals or Copies Note","01:07:18||01:17:21","Least Diff: 00:10:03","Greatest Diff: 00:10:03","All close: ---","< 20 sec diff: No","2","Data Files on CD AudioCD 67:18 MC90 1:17:21; AABox21","13"
"304484","157997","Originals or Copies Note","00:52:53||01:02:57","Least Diff: 00:10:04","Greatest Diff: 00:10:04","All close: ---","< 20 sec diff: No","2","Data Files on CD AudioCD 52:53 MC90 1:02:57; AABox21","13"
"304474","157995","Originals or Copies Note","00:55:10||00:39:03||00:55:14||00:39:05","Least Diff: 00:00:02","Greatest Diff: 00:16:11","All close: No","< 20 sec diff: No","4","DAT Orig Data Files on CD (rmr PresReport) AudioCD X2 55:10, 39:03 MC60 X2 55:14, 39:05; AABox22","13"
"304469","157994","Originals or Copies Note","01:19:56||00:20:14","Least Diff: 00:59:42","Greatest Diff: 00:59:42","All close: ---","< 20 sec diff: No","2","Data Files on CD AudioCD 79:56 MC90 120:14; AABox22","13"
"304459","157992","Originals or Copies Note","00:14:44||00:46:20||01:28:07","Least Diff: 00:31:36","Greatest Diff: 01:13:23","All close: No","< 20 sec diff: No","3","Data Files on CD AudioCD X2 14:44, 46:20 MC90 1:28:07; AABox22","13"
"304454","157991","Originals or Copies Note","01:14:16||01:05:37","Least Diff: 00:08:39","Greatest Diff: 00:08:39","All close: ---","< 20 sec diff: No","2","DAT Orig Data Files on CD AudioCD 74:16 MC90 1:05:37; AABox22","13"
"304434","157987","Originals or Copies Note","00:58:01||00:56:05","Least Diff: 00:01:56","Greatest Diff: 00:01:56","All close: ---","< 20 sec diff: No","2","Data Files on CD AudioCD 58:01 MC 60 56:05; AABox22","13"
"304425","157985","Originals or Copies Note","00:54:58||01:15:02","Least Diff: 00:20:04","Greatest Diff: 00:20:04","All close: ---","< 20 sec diff: No","2","Data Files on CD AudioCD 54:58 MC90 75:02; AABox22","13"
"304338","157966","Originals or Copies Note","01:46:37||01:08:05||00:38:22||01:46:45","Least Diff: 00:00:08","Greatest Diff: 01:08:23","All close: No","< 20 sec diff: No","4","Data files on CD AudioCD(2) 1:46:37 68:05 + 38:22 MC60(2) 1:46:45; AABox23","13"
"304333","157965","Originals or Copies Note","01:30:15||01:07:57||00:22:18||01:30:19","Least Diff: 00:00:04","Greatest Diff: 01:08:01","All close: No","< 20 sec diff: No","4","Data files on CD AudioCD(2) 1:30:15 67:57 + 22:18 MC90 1:30:19; AABox23","13"
"304323","157963","Originals or Copies Note","01:30:02||01:01:53||00:28:09||01:30:04","Least Diff: 00:00:02","Greatest Diff: 01:01:55","All close: No","< 20 sec diff: No","4","Data files on CD AudioCD(2) 1:30:02 61:53 + 28:09 MC90 1:30:04; AABox23","13"
"304318","157962","Originals or Copies Note","01:35:44||00:43:15||00:52:29||01:35:39","Least Diff: 00:00:05","Greatest Diff: 00:52:29","All close: No","< 20 sec diff: No","4","Data files on CD AudioCD(2) 1:35:44; 43:15 + 52:29 MC60(2) 1:35:39; AABox23","13"
"304266","157952","Originals or Copies Note","01:02:02||00:56:22","Least Diff: 00:05:40","Greatest Diff: 00:05:40","All close: ---","< 20 sec diff: No","2","Data files on CD (rmr x2) AudioCD 62:02 MC60 56:22; AABox23","13"
"304261","157951","Originals or Copies Note","00:56:37||00:42:07||00:55:37||00:42:13","Least Diff: 00:00:06","Greatest Diff: 00:14:30","All close: No","< 20 sec diff: No","4","Data files on CD (rmr x5) AudioCD 56:37, 42:07 MC60(2) 55:37, 42:13; Raw90, names; AABox23","13"
"304242","157947","Originals or Copies Note","00:39:05||00:52:40||00:39:09||00:52:44","Least Diff: 00:00:04","Greatest Diff: 00:13:39","All close: No","< 20 sec diff: No","4","Data files on CD AudioCD 39:05, 52:40 MC60(2) 39:09, 52:44; AABox23","13"
"304237","157946","Originals or Copies Note","00:58:02||00:26:07||01:24:14","Least Diff: 00:26:12","Greatest Diff: 00:58:07","All close: No","< 20 sec diff: No","3","Data files on CD (rmr x4) AudioCD 58:02, 26:07 MC90 1:24:14; AABox23","13"
"304232","157945","Originals or Copies Note","01:15:00||00:26:53||00:49:28||00:52:33","Least Diff: 00:03:05","Greatest Diff: 00:48:07","All close: No","< 20 sec diff: No","4","Data files on CD AudioCD 75:00, 26:53 MC60(2) 49:28, 52:33; AABox23","13"
"304227","157944","Originals or Copies Note","01:03:31||01:04:00","Least Diff: 00:00:29","Greatest Diff: 00:00:29","All close: ---","< 20 sec diff: No","2","Data files on CD AudioCD 63:31 MC90 1:04:00; AABox23","13"
"304183","157935","Originals or Copies Note","01:05:22||01:05:54","Least Diff: 00:00:32","Greatest Diff: 00:00:32","All close: ---","< 20 sec diff: No","2","Data files on CD (rmr) AudioCD 1:05:22 MC90 1:05:54 AABox 24","13"
"304169","157932","Originals or Copies Note","01:00:09||00:25:28||01:25:49||01:25:37","Least Diff: 00:00:12","Greatest Diff: 01:00:21","All close: No","< 20 sec diff: No","4","Data files on CD and HD AudioCDx2 1:00:09, 25:28 Cass90 1:25:49 AABox 24 .mp3 file 1:25:37 34.3 MB)","13"
"304155","157930","Originals or Copies Note","00:58:30||00:58:31||00:58:28","Least Diff: 00:00:01","Greatest Diff: 00:00:03","All close: Yes","< 20 sec diff: Yes","3","Data files on CD and HD AudioCD 58:30 Cass60 58:31 AABox 24 .mp3 file 58:28 23.4 MB","13"
"304121","157925","Originals or Copies Note","00:58:12||00:58:16||00:58:13","Least Diff: 00:00:01","Greatest Diff: 00:00:04","All close: Yes","< 20 sec diff: Yes","3","Data files on CD and HD AudioCD 58:12 Cass60 58:16 AABox24 .mp3 file 58:13 23.3 MB","13"
"304114","157924","Originals or Copies Note","01:02:23||01:02:27||01:02:24","Least Diff: 00:00:01","Greatest Diff: 00:00:04","All close: Yes","< 20 sec diff: Yes","3","Data files on CD and HD AudioCD 1:02:23 Cass90 1:02:27 AABox24 .mp3 file 1:02:24 25.0 MB","13"
"304107","157923","Originals or Copies Note","01:10:08||00:22:56||01:33:04","Least Diff: 00:22:56","Greatest Diff: 01:10:08","All close: No","< 20 sec diff: No","3","Data files on CD and HD AudioCD x2: 1:10:08, 22:56 .mp3 file 1:33:04 37.3 MB","13"
"304086","157920","Originals or Copies Note","01:05:24||01:02:28","Least Diff: 00:02:56","Greatest Diff: 00:02:56","All close: ---","< 20 sec diff: No","2","Data files on CD and HD AudioCD 1:05:24 Cass90 1:02:28 AABox24 .mp3 file 1:05:24 26.2 MB","13"
"304079","157919","Originals or Copies Note","00:54:23||00:32:28||01:26:54||01:26:51","Least Diff: 00:00:03","Greatest Diff: 00:54:26","All close: No","< 20 sec diff: No","4","Data files on CD and HD AudioCD x2: 54:23, 32:28 Cass90 1:26:54 AABox24 .mp3 file 1:26:51 34.8 MB","13"
"304058","157916","Originals or Copies Note","01:12:47||01:12:51||01:12:48","Least Diff: 00:00:01","Greatest Diff: 00:00:04","All close: Yes","< 20 sec diff: Yes","3","Data files on CD and HD AudioCD 1:12:47 Cass90 1:12:51 AABox24 .mp3 file 1:12:48 29.2 MB","13"
