"305204","158150","Originals or Copies Note","01:02:43","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:02:43 AABox15","13"
"305199","158149","Originals or Copies Note","01:00:14","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:00:14 AABox15","13"
"305194","158148","Originals or Copies Note","01:08:03","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:08:03 AABox15","13"
"305184","158146","Originals or Copies Note","00:49:07","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 49:07 AABox15","13"
"305179","158145","Originals or Copies Note","00:58:12","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 58:12 AABox15","13"
"305174","158144","Originals or Copies Note","00:59:28","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 59:28 AABox15","13"
"305169","158143","Originals or Copies Note","00:58:46","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 58:46 AABox15","13"
"305158","158141","Originals or Copies Note","00:43:40","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","DAT orig (?) CD90 43:40 (where?)","13"
"305153","158139","Originals or Copies Note","01:01:19","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:01:19 AABox15","13"
"305148","158138","Originals or Copies Note","00:38:27","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 38:27 AABox15","13"
"305143","158137","Originals or Copies Note","00:51:39","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 51:39 AABox15","13"
"305138","158136","Originals or Copies Note","01:05:15","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:05:15 AABox15","13"
"305126","158134","Originals or Copies Note","01:00:11","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:00:11 AABox15","13"
"305121","158133","Originals or Copies Note","00:48:57","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 48:57 AABox15","13"
"305116","158132","Originals or Copies Note","01:02:17","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 62:17 AABox15","13"
"305111","158131","Originals or Copies Note","","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","0","(no audio recording)","13"
"305105","158130","Originals or Copies Note","01:03:52","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:03:52 AABox15","13"
"305101","158129","Originals or Copies Note","00:56:00","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","DAT Orig 56 min","13"
"305097","158128","Originals or Copies Note","00:56:41","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 56:41 AABox15","13"
"305093","158127","Originals or Copies Note","01:03:25","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:03:25 AABox15","13"
"305089","158126","Originals or Copies Note","00:59:05","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 59:05 AABox15","13"
"305084","158125","Originals or Copies Note","00:54:14","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 54:14 AABox15","13"
"305079","158124","Originals or Copies Note","00:40:31","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 40:31 AABox15","13"
"305053","158119","Originals or Copies Note","00:59:49","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 59:49 AABox16","13"
"305043","158117","Originals or Copies Note","01:13:27","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:13:27 AABox16","13"
"305038","158116","Originals or Copies Note","01:07:57","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 Audition Tape 1:07:57 Commercial Copy AABox16","13"
"305033","158115","Originals or Copies Note","00:55:49","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 55:49 AABox16","13"
"305028","158114","Originals or Copies Note","01:00:00","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","C90 Orig approx 1 hr Tape in Development office","13"
"305023","158113","Originals or Copies Note","01:01:51","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD90 1:01:51 stereo AABox16","13"
"305018","158112","Originals or Copies Note","00:52:55","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 52:55 AABox17","13"
"305013","158111","Originals or Copies Note","00:58:35","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 (archives only) 58:35 CD60 (edit) 58:35 AABox17","13"
"304998","158108","Originals or Copies Note","00:54:49","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","CD60 54:49 AABox17","13"
"304993","158107","Originals or Copies Note","01:12:00","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","Dub from DAT; 1:12:00 stereo AABox17","13"
"304988","158106","Originals or Copies Note","","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","0","DAT orig AABox17","13"
"304984","158105","Originals or Copies Note","01:15:00","Least Diff: --------","Greatest Diff: --------","All close: ---","< 20 sec diff: ---","1","C90 Original (low level recording) approx 75 min AABox17 (Development office has comopressed dub)","13"
